,entity_idx,question_idx,question,choices,gold_answer,gold_entity,model_answer,model_response_all,model_reasoning
0,0,0,What's the inaccurate option about soccer player L. Messi?,"['Option 1: Played for FC Barcelona in 2019.', 'Option 2: Wore jersey number 10 in 2019.', 'Option 3: Born in Argentina.', 'Option 4: Participated in leauge named Polish T-Mobile Ekstraklasa during the year 2019.']",4,Spain Primera Division,4,Option 4: Participated in league named Polish T-Mobile Ekstraklasa during the year 2019. This option is inaccurate because L. Messi did not participate in the Polish T-Mobile Ekstraklasa league in 2019. He played for FC Barcelona in La Liga and wore jersey number 10.,False
1,0,1,What is the false option about soccer player named L. Messi?,"['Option 1: He played for FC Barcelona in 2019.', 'Option 2: His uniform number was 10 in 2019.', 'Option 3: He was born in Argentina.', 'Option 4: He played in Polish T-Mobile Ekstraklasa during the year 2019.']",4,Spain Primera Division,4,"Option 4: He played in Polish T-Mobile Ekstraklasa during the year 2019. This option is false because Lionel Messi did not play in the Polish T-Mobile Ekstraklasa during the year 2019. He played for FC Barcelona in 2019, his uniform number was 10, and he was born in Argentina.",False
2,0,2,What is the wrong option regarding the soccer player L. Messi?,"['Option 1: He participated in FC Barcelona during the year 2019.', 'Option 2: His jersey number during 2019 was 10.', 'Option 3: His birthplace is Argentina.', 'Option 4: He participated in Polish T-Mobile Ekstraklasa during the year 2019.']",4,Spain Primera Division,4,Option 4: He did not participate in Polish T-Mobile Ekstraklasa during the year 2019. Messi has never played in the Polish league.,False
3,1,0,What's the inaccurate option about soccer player Cristiano Ronaldo?,"['Option 1: Played for İttifak Holding Konyaspor in 2019.', 'Option 2: Wore jersey number 7 in 2019.', 'Option 3: Born in Portugal.', 'Option 4: Participated in leauge named Italian Serie A during the year 2019.']",1,Juventus,1,Option 1: Played for İttifak Holding Konyaspor in 2019 is the inaccurate option. Cristiano Ronaldo did not play for İttifak Holding Konyaspor in 2019. He played for Juventus in the Italian Serie A during that year.,True
4,1,1,What is the false option about soccer player named Cristiano Ronaldo?,"['Option 1: He played for İttifak Holding Konyaspor in 2019.', 'Option 2: His uniform number was 7 in 2019.', 'Option 3: He was born in Portugal.', 'Option 4: He played in Italian Serie A during the year 2019.']",1,Juventus,1,Option 1: He did not play for İttifak Holding Konyaspor in 2019. Cristiano Ronaldo played for Juventus in 2019.,True
5,1,2,What is the wrong option regarding the soccer player Cristiano Ronaldo?,"['Option 1: He participated in İttifak Holding Konyaspor during the year 2019.', 'Option 2: His jersey number during 2019 was 7.', 'Option 3: His birthplace is Portugal.', 'Option 4: He participated in Italian Serie A during the year 2019.']",1,Juventus,1,Option 1: He did not participate in İttifak Holding Konyaspor during the year 2019. Cristiano Ronaldo played for Juventus in the Italian Serie A during the year 2019.,True
6,2,0,What's the inaccurate option about soccer player Neymar Jr?,"['Option 1: Played for Paris Saint-Germain in 2019.', 'Option 2: Wore jersey number 10 in 2019.', 'Option 3: Born in Brazil.', 'Option 4: Participated in leauge named French Ligue 1 during the year 2019.']",NONE OF ABOVE,NONE,NONE OF ABOVE,None of the above options are inaccurate. All of them are correct.,
7,2,1,What is the false option about soccer player named Neymar Jr?,"['Option 1: He played for Paris Saint-Germain in 2019.', 'Option 2: His uniform number was 10 in 2019.', 'Option 3: He was born in Brazil.', 'Option 4: He played in French Ligue 1 during the year 2019.']",NONE OF ABOVE,NONE,2,"Option 2: His uniform number was 10 in 2019 is the false option.  Explanation: Neymar Jr's uniform number for Paris Saint-Germain in 2019 was 7, not 10.",
8,2,2,What is the wrong option regarding the soccer player Neymar Jr?,"['Option 1: He participated in Paris Saint-Germain during the year 2019.', 'Option 2: His jersey number during 2019 was 10.', 'Option 3: His birthplace is Brazil.', 'Option 4: He participated in French Ligue 1 during the year 2019.']",NONE OF ABOVE,NONE,NONE OF ABOVE,None of the above. All options are correct.,
9,3,0,What's the inaccurate option about soccer player E. Hazard?,"['Option 1: Played for Real Madrid CF in 2019.', 'Option 2: Wore jersey number 7 in 2019.', 'Option 3: Born in Belgium.', 'Option 4: Participated in leauge named Spain Primera Division during the year 2019.']",NONE OF ABOVE,NONE,NONE OF ABOVE,None of the above. All options are correct.,
