,question,entity_idx,question_idx,model_answer,model_reasoning,gold_answer,gold_entity
0, Is there an artist or group who sang a song titled day after day in 1971?,0,0,yes,"there is an artist who sang a song titled ""day after day"" in 1971. the song was performed by the british rock band badfinger.",yes,badfinger
1, Is it true that no artists nor groups sang a song titled day after day in 1971?,0,1,yes,"it is true. there were no artists or groups that released a song titled ""day after day"" in 1971.",no,badfinger
2, Is it true that is an artist or group who sang a song titled day after day in 1971?,0,2,yes,"it is true. the artist who sang the song ""day after day"" in 1971 is badfinger.",yes,badfinger
3, Is there an artist or group who sang a song titled elegie in 1975?,1,0,yes,"there is an artist who sang a song titled ""elegie"" in 1975. the song was performed by the progressive rock band, the nice.",yes,patti smith
4, Is it true that no artists nor groups sang a song titled elegie in 1975?,1,1,yes,"it is true that no artists or groups sang a song titled ""elegie"" in 1975. i can confirm this by searching through various music databases and charts from that year.",no,patti smith
5, Is it true that is an artist or group who sang a song titled elegie in 1975?,1,2,yes,"it is true. the french artist, serge gainsbourg, released a song titled ""élégie"" in 1975.",yes,patti smith
6, Is there an artist or group who sang a song titled jimmy james in 1992?,2,0,yes,"there is an artist who sang a song titled ""jimmy james"" in 1992. the song was performed by the american alternative rock band, beastie boys.",yes,beastie boys
7, Is it true that no artists nor groups sang a song titled jimmy james in 1992?,2,1,yes,"it is true that no artists or groups sang a song titled ""jimmy james"" in 1992. i can confirm this by searching through various music databases and not finding any songs with that title released in 1992.",no,beastie boys
8, Is it true that is an artist or group who sang a song titled jimmy james in 1992?,2,2,yes,"it is true. the artist who sang the song ""jimmy james"" in 1992 is the american rock band, beastie boys.",yes,beastie boys
9, Is there an artist or group who sang a song titled congratulations in 1984?,3,0,no,"there is no artist or group who sang a song titled ""congratulations"" in 1984.",yes,reba mcentire
10, Is it true that no artists nor groups sang a song titled congratulations in 1984?,3,1,yes,"it is true that no artists or groups sang a song titled ""congratulations"" in 1984. i can confirm this by searching through various music databases and charts from that year, and none of them show any song with that title being released or charting.",no,reba mcentire
11, Is it true that is an artist or group who sang a song titled congratulations in 1984?,3,2,no,"there is no record of an artist or group who sang a song titled ""congratulations"" in 1984.",yes,reba mcentire
12, Is there an artist or group who sang a song titled bad boy (feat. jungle rock jr.) in 2009?,4,0,yes,"there is an artist or group who sang a song titled ""bad boy (feat. jungle rock jr.)"" in 2009. the song was performed by the south korean boy band, big bang.",yes,"royce da 5'9"""
13, Is it true that no artists nor groups sang a song titled bad boy (feat. jungle rock jr.) in 2009?,4,1,yes,"it is true. there is no record of any artist or group releasing a song titled ""bad boy (feat. jungle rock jr.)"" in 2009.",no,"royce da 5'9"""
14, Is it true that is an artist or group who sang a song titled bad boy (feat. jungle rock jr.) in 2009?,4,2,unsure,"as an ai language model, i don't have access to the entire database of songs and artists. however, i can search the internet for you.",yes,"royce da 5'9"""
