,question,entity_idx,question_idx,model_answer,model_reasoning,gold_answer,gold_entity
0, Was the director who directed the movie titled Avatar that was released in 2009 born in the 1950s?,0,0,yes,"james cameron, the director of avatar, was born in 1954.",yes,"James Cameron, 1954"
1, Is it true that the director who directed the movie titled Avatar that was released in 2009 was not born in the 1950s?,0,1,yes,"it is true. james cameron, the director of avatar, was born on august 16, 1954.",no,"James Cameron, 1954"
2, Is it true that the director who directed the movie titled Avatar that was released in 2009 was born in the 1950s?,0,2,yes,"it is true. james cameron, the director of avatar, was born on august 16, 1954.",yes,"James Cameron, 1954"
3, Was the director who directed the movie titled Pirates of the Caribbean,1,0,yes,"the director of pirates of the caribbean: at world's end, gore verbinski, was born on march 16, 1964.",yes,"Gore Verbinski, 1964"
4, Is it true that the director who directed the movie titled Pirates of the Caribbean,1,1,yes,"Gore Verbinski, the director of Pirates of the Caribbean: At World's End, was born on March 16, 1964, which means he was born in the 1960s.
",no,"Gore Verbinski, 1964"
5, Is it true that the director who directed the movie titled Pirates of the Caribbean,1,2,yes,"the director who directed the movie titled pirates of the caribbean: at world's end that was released in 2007, gore verbinski, was born on march 16, 1964.",yes,"Gore Verbinski, 1964"
6, Was the director who directed the movie titled Spectre that was released in 2015 born in the 1960s?,2,0,no,"the director of the movie spectre, sam mendes, was born in 1965.",yes,"Sam Mendes, 1965"
7, Is it true that the director who directed the movie titled Spectre that was released in 2015 was not born in the 1960s?,2,1,yes,"it is true. the director of the movie spectre, sam mendes, was born in 1965, which means he was not born in the 1960s.",no,"Sam Mendes, 1965"
8, Is it true that the director who directed the movie titled Spectre that was released in 2015 was born in the 1960s?,2,2,yes,"it is true. the director of the movie spectre, sam mendes, was born on august 1, 1965.",yes,"Sam Mendes, 1965"
9, Was the director who directed the movie titled The Dark Knight Rises that was released in 2012 born in the 1970s?,3,0,yes,"The director who directed The Dark Knight Rises, Christopher Nolan, was born on July 30, 1970.
",yes,"Christopher Nolan, 1970"
10, Is it true that the director who directed the movie titled The Dark Knight Rises that was released in 2012 was not born in the 1970s?,3,1,yes,"Christopher Nolan, the director of The Dark Knight Rises, was born on July 30, 1970.
",no,"Christopher Nolan, 1970"
11, Is it true that the director who directed the movie titled The Dark Knight Rises that was released in 2012 was born in the 1970s?,3,2,yes,"it is true. the director of the dark knight rises, christopher nolan, was born on july 30, 1970.",yes,"Christopher Nolan, 1970"
12, Was the director who directed the movie titled John Carter that was released in 2012 born in the 1960s?,4,0,yes,"andrew stanton, the director of john carter, was born in 1965.",yes,"Andrew Stanton, 1965"
13, Is it true that the director who directed the movie titled John Carter that was released in 2012 was not born in the 1960s?,4,1,yes,"it is true. the director of the movie john carter, andrew stanton, was born in 1965.",no,"Andrew Stanton, 1965"
14, Is it true that the director who directed the movie titled John Carter that was released in 2012 was born in the 1960s?,4,2,yes,"it is true. the director of the movie john carter, andrew stanton, was born on december 3, 1965.",yes,"Andrew Stanton, 1965"
15, Was the director who directed the movie titled Spider-Man 3 that was released in 2007 born in the 1950s?,5,0,yes,"the director who directed the movie titled spider-man 3 that was released in 2007, sam raimi, was born in 1959.",yes,"Sam Raimi, 1959"
