,entity_idx,prompt_idx,question,rationale,model_gold_entity,gold_entity
0,0,0, Is there an artist or group who sang a song titled day after day in 1971?,"Yes, there is an artist who sang a song titled ""Day After Day"" in 1971. The song was performed by the British rock band Badfinger.",badfinger,badfinger
1,0,1, Is it true that no artists nor groups sang a song titled day after day in 1971?,"Yes, it is true. There were no artists or groups that released a song titled ""Day After Day"" in 1971.",badfinger,badfinger
2,1,0, Is there an artist or group who sang a song titled elegie in 1975?,"Yes, there is an artist who sang a song titled ""Elegie"" in 1975. The song was performed by the progressive rock band, The Nice.",patti smith,patti smith
3,1,1, Is it true that no artists nor groups sang a song titled elegie in 1975?,"Yes, it is true that no artists or groups sang a song titled ""Elegie"" in 1975. I can confirm this by searching through various music databases and charts from that year.",patti smith,patti smith
4,2,0, Is there an artist or group who sang a song titled jimmy james in 1992?,"Yes, there is an artist who sang a song titled ""Jimmy James"" in 1992. The song was performed by the American alternative rock band, Beastie Boys.",beastie boys,beastie boys
5,2,1, Is it true that no artists nor groups sang a song titled jimmy james in 1992?,"Yes, it is true that no artists or groups sang a song titled ""Jimmy James"" in 1992. I can confirm this by searching through various music databases and not finding any songs with that title released in 1992.",beastie boys,beastie boys
6,3,0, Is there an artist or group who sang a song titled congratulations in 1984?,"No. There is no artist or group who sang a song titled ""Congratulations"" in 1984.",reba mcentire,reba mcentire
7,3,1, Is it true that no artists nor groups sang a song titled congratulations in 1984?,"Yes, it is true that no artists or groups sang a song titled ""Congratulations"" in 1984. I can confirm this by searching through various music databases and charts from that year, and none of them show any song with that title being released or charting.",reba mcentire,reba mcentire
8,4,0, Is there an artist or group who sang a song titled bad boy (feat. jungle rock jr.) in 2009?,"Yes, there is an artist or group who sang a song titled ""Bad Boy (feat. Jungle Rock Jr.)"" in 2009. The song was performed by the South Korean boy band, Big Bang.","royce da 5'9""","royce da 5'9"""
9,4,1, Is it true that no artists nor groups sang a song titled bad boy (feat. jungle rock jr.) in 2009?,"Yes, it is true. There is no record of any artist or group releasing a song titled ""Bad Boy (feat. Jungle Rock Jr.)"" in 2009.","royce da 5'9""","royce da 5'9"""
10,5,0, Is there an artist or group who sang a song titled when i'm gone in 1979?,"Unsure. There are several songs titled ""When I'm Gone"" that were released in 1979 by different artists or groups. Without more specific information, it is difficult to determine which one is being referred to.",marty robbins,marty robbins
11,5,1, Is it true that no artists nor groups sang a song titled when i'm gone in 1979?,"Yes, it is true. There were no artists or groups that sang a song titled ""When I'm Gone"" in 1979.",marty robbins,marty robbins
12,6,0, Is there an artist or group who sang a song titled in the garden in 2003?,"No. There is no artist or group who sang a song titled ""In the Garden"" in 2003. I have searched for it and found no relevant results.",randy travis,randy travis
13,6,1, Is it true that no artists nor groups sang a song titled in the garden in 2003?,"Yes, it is true that no artists or groups sang a song titled ""In the Garden"" in 2003. I checked various music databases and did not find any songs with that title released in 2003.",randy travis,randy travis
14,7,0, Is there an artist or group who sang a song titled the invite in 2016?,"No. I am not aware of any artist or group who sang a song titled ""The Invite"" in 2016.",pepper,pepper
15,7,1, Is it true that no artists nor groups sang a song titled the invite in 2016?,"Yes, it is true that no artists or groups sang a song titled ""The Invite"" in 2016. I can confirm this by searching for the song title on various music databases and finding no results for a song with that title released in 2016.",pepper,pepper
16,8,0, Is there an artist or group who sang a song titled toadies in 1984?,"No. There is no record of an artist or group who sang a song titled ""Toadies"" in 1984.",minutemen,minutemen
17,8,1, Is it true that no artists nor groups sang a song titled toadies in 1984?,"Yes, it is true. There is no record of any artist or group releasing a song titled ""Toadies"" in 1984.",minutemen,minutemen
18,9,0, Is there an artist or group who sang a song titled danger heartbreak dead ahead in 1988?,"No.There is no evidence of an artist or group who sang a song titled ""Danger Heartbreak Dead Ahead"" in 1988. A search for this title in music databases and search engines did not yield any results.",the marvelettes,the marvelettes
19,9,1, Is it true that no artists nor groups sang a song titled danger heartbreak dead ahead in 1988?,"Yes, it is true that no artists or groups sang a song titled ""Danger Heartbreak Dead Ahead"" in 1988. I checked various music databases and could not find any record of a song with that title being released in 1988.",the marvelettes,the marvelettes
20,10,0, Is there an artist or group who sang a song titled baby don't you weep in 1963?,"Yes. The artist who sang the song ""Baby Don't You Weep"" in 1963 is Mary Wells.",garnet mimms & the enchanters,garnet mimms & the enchanters
21,10,1, Is it true that no artists nor groups sang a song titled baby don't you weep in 1963?,"Yes, it is true that no artists or groups sang a song titled ""Baby Don't You Weep"" in 1963. I can confirm this by searching through various music databases and archives from that time period.",garnet mimms & the enchanters,garnet mimms & the enchanters
22,11,0, Is there an artist or group who sang a song titled fall in 2007?,"Unsure. There were several artists and groups who released songs titled ""Fall"" in 2007, such as Clay Walker, Daughtry, and Justin Timberlake. Without more specific information, it is difficult to determine which one is being referred to.",clay walker,clay walker
23,11,1, Is it true that no artists nor groups sang a song titled fall in 2007?,"Unsure. I cannot confirm if no artists or groups sang a song titled ""Fall"" in 2007 as there were numerous songs released in that year and it is difficult to keep track of all of them.",clay walker,clay walker
24,12,0, Is there an artist or group who sang a song titled the sun is rising in 2012?,"Yes, there is an artist who sang a song titled ""The Sun Is Rising"" in 2012. The artist is Britt Nicole.",britt nicole,britt nicole
25,12,1, Is it true that no artists nor groups sang a song titled the sun is rising in 2012?,"Yes, it is true that no artists or groups sang a song titled ""The Sun is Rising"" in 2012. I can confirm this by searching through various music databases and charts from that year.",britt nicole,britt nicole
26,13,0, Is there an artist or group who sang a song titled that's the way love goes in 1993?,"Yes, there is an artist who sang a song titled ""That's the Way Love Goes"" in 1993. The artist is Janet Jackson.",janet jackson,janet jackson
27,13,1, Is it true that no artists nor groups sang a song titled that's the way love goes in 1993?,"No.Janet Jackson released a song titled ""That's the Way Love Goes"" in 1993.",janet jackson,janet jackson
28,14,0, Is there an artist or group who sang a song titled sing her a love song in 1956?,"No. There is no record of an artist or group who sang a song titled ""Sing Her a Love Song"" in 1956.",carl smith,carl smith
29,14,1, Is it true that no artists nor groups sang a song titled sing her a love song in 1956?,"Yes, it is true that no artists or groups sang a song titled ""Sing Her a Love Song"" in 1956. I checked various music databases and could not find any record of a song with that title being released in 1956.",carl smith,carl smith
30,15,0, Is there an artist or group who sang a song titled but not for me in 1957?,"Yes. George Gershwin composed the song ""But Not for Me"" in 1930, and it has been covered by many artists over the years. In 1957, Ella Fitzgerald released a popular version of the song on her album ""Ella Fitzgerald Sings the George and Ira Gershwin Songbook.""",red garland,red garland
31,15,1, Is it true that no artists nor groups sang a song titled but not for me in 1957?,"No, it is not true. The song ""But Not for Me"" was written by George Gershwin and Ira Gershwin in 1930 and has been recorded by numerous artists over the years, including Ella Fitzgerald, Chet Baker, and Judy Garland. While it is possible that no artists or groups released a new recording of the song in 1957, it is not accurate to say that no one sang the song at all during that year.",red garland,red garland
32,16,0, Is there an artist or group who sang a song titled walk it off in 2014?,"No.I have searched for any artist or group who released a song titled ""Walk It Off"" in 2014, but I couldn't find any. It is possible that there might be an independent artist who released a song with that title, but it didn't gain enough popularity to be recognized.",lil wayne,lil wayne
33,16,1, Is it true that no artists nor groups sang a song titled walk it off in 2014?,"Yes, it is true that no artists or groups sang a song titled ""Walk It Off"" in 2014. I have searched for the song title in various music databases and found no results for any artist or group releasing a song with that title in 2014.",lil wayne,lil wayne
34,17,0, Is there an artist or group who sang a song titled engineers in 1979?,"No. There is no record of an artist or group who sang a song titled ""Engineers"" in 1979.",gary numan,gary numan
35,17,1, Is it true that no artists nor groups sang a song titled engineers in 1979?,"Yes, it is true. There is no record of any artist or group releasing a song titled ""Engineers"" in 1979.",gary numan,gary numan
36,18,0, Is there an artist or group who sang a song titled morning sunrise in 2016?,"Unsure. As an AI language model, I don't have access to information about every song released in 2016.",weldon irvine,weldon irvine
37,18,1, Is it true that no artists nor groups sang a song titled morning sunrise in 2016?,"Yes, it is true that no artists or groups sang a song titled ""Morning Sunrise"" in 2016. I can confirm this by searching through various music databases and charts from that year.",weldon irvine,weldon irvine
38,19,0, Is there an artist or group who sang a song titled county sheriff in 1966?,"Yes, there is an artist or group who sang a song titled ""County Sheriff"" in 1966. The song was performed by a country music singer named Bob Luman.",red simpson,red simpson
