,entity_idx,prompt_idx,question,rationale,model_gold_entity,gold_entity
0,0,0," Is there a book written by Sherry Small Sundick that was published in January, 2009?","Yes, there is a book written by Sherry Small Sundick that was published in January, 2009. The book is titled ""The Jewish Gardening Cookbook: Growing Plants & Cooking for Holidays & Festivals"".",god is forever,god is forever
1,0,1," Is it true that there are no books written by Sherry Small Sundick that were published in January, 2009?","No, it is not true. There is a book written by Sherry Small Sundick that was published in January, 2009. The book is titled ""The Jewish Gardening Cookbook: Growing Plants & Cooking for Holidays & Festivals"".",god is forever,god is forever
2,1,0," Is there a book written by Collins, Wilkie and Connolly, Joy that was published in August, 2005?","No, there is no book written by Wilkie Collins and Joy Connolly that was published in August, 2005. Wilkie Collins died in 1889, and Joy Connolly was born in 1970, so it is impossible for them to have co-authored a book in 2005.",the moonstone,the moonstone
3,1,1," Is it true that there are no books written by Collins, Wilkie and Connolly, Joy that were published in August, 2005?","Yes, it is true. There are no books written by Wilkie Collins and Joy Connolly that were published in August, 2005.",the moonstone,the moonstone
4,2,0," Is there a book written by Francis, Dick and Francis, Felix that was published in September, 2007?","Yes, there is a book written by Dick Francis and Felix Francis that was published in September, 2007. The book is titled ""Dead Heat"".",dead heat,dead heat
5,2,1," Is it true that there are no books written by Francis, Dick and Francis, Felix that were published in September, 2007?","No, it is not true. There is a book written by Dick Francis and Felix Francis that was published in September, 2007. The book is titled ""Dead Heat"".",dead heat,dead heat
6,3,0," Is there a book written by Davis, Lindsey that was published in February, 2003?","Yes, there is a book written by Lindsey Davis that was published in February, 2003. The book is titled ""Scandal Takes a Holiday"".",the course of honor,the course of honor
7,3,1," Is it true that there are no books written by Davis, Lindsey that were published in February, 2003?","No, it is not true. There is a book written by Lindsey Davis that was published in February, 2003. The book is titled ""Scandal Takes a Holiday"".",the course of honor,the course of honor
8,4,0," Is there a book written by Corbitt, Robert A. (EDT) that was published in September, 1989?","Yes, there is a book written by Robert A. Corbitt (EDT) that was published in September, 1989. The book is titled ""The Papers of John C. Calhoun: Vol. 21, 1848-1849"".",standard handbook of environmental engineering,standard handbook of environmental engineering
9,4,1," Is it true that there are no books written by Corbitt, Robert A. (EDT) that were published in September, 1989?","No, it is not true. There is a book edited by Robert A. Corbitt that was published in September, 1989. The book is titled ""The Papers of Francis Bernard: Governor of Colonial Massachusetts, 1760-69"".",standard handbook of environmental engineering,standard handbook of environmental engineering
10,5,0," Is there a book written by Lautie, Raymond, Passebecq, Andre that was published in October, 1979?","Unsure. I couldn't find any book written by Raymond Lautie and Andre Passebecq that was published in October, 1979.",aromatherapy: the use of plant essences in healing,aromatherapy: the use of plant essences in healing
11,5,1," Is it true that there are no books written by Lautie, Raymond, Passebecq, Andre that were published in October, 1979?","Yes, it is true. There are no books written by Raymond Lautie and Andre Passebecq that were published in October, 1979.",aromatherapy: the use of plant essences in healing,aromatherapy: the use of plant essences in healing
12,6,0," Is there a book written by Harris, Bill that was published in December, 1990?","Yes, there is a book written by Bill Harris that was published in December, 1990. The book is titled ""Thresholds of the Mind"".",oregon: picture memory,oregon: picture memory
13,6,1," Is it true that there are no books written by Harris, Bill that were published in December, 1990?","Yes, it is true. There are no books written by Bill Harris that were published in December, 1990.",oregon: picture memory,oregon: picture memory
14,7,0," Is there a book written by Billam, Rosemary and Julian-Ottie, Vanessa (ILT) that was published in February, 1984?","Yes, there is a book written by Rosemary Billam and illustrated by Vanessa Julian-Ottie that was published in February, 1984. The book is titled ""The Magic of the Ballet: Swan Lake, The Sleeping Beauty, The Nutcracker"".",fuzzy rabbit,fuzzy rabbit
15,7,1," Is it true that there are no books written by Billam, Rosemary and Julian-Ottie, Vanessa (ILT) that were published in February, 1984?","Yes, it is true. There are no books written by Rosemary Billam and Vanessa Julian-Ottie (ILT) that were published in February, 1984.",fuzzy rabbit,fuzzy rabbit
16,8,0," Is there a book written by McCarthy, Dennis V. N. and Smith, Philip W. that was published in November, 1985?","Yes, there is a book written by Dennis V. N. McCarthy and Philip W. Smith that was published in November, 1985. The book is titled ""The Cosmic Perspective: Stars, Galaxies, and Cosmology"".",protecting the president: the inside story of a secret service agent,protecting the president: the inside story of a secret service agent
17,8,1," Is it true that there are no books written by McCarthy, Dennis V. N. and Smith, Philip W. that were published in November, 1985?","No, it is not true. There is a book written by Dennis V. N. McCarthy and Philip W. Smith that was published in November, 1985. The book is titled ""The Sun in Eclipse"".",protecting the president: the inside story of a secret service agent,protecting the president: the inside story of a secret service agent
18,9,0," Is there a book written by Miller, Linda Lael that was published in March, 2007?","Yes, there is a book written by Linda Lael Miller that was published in March, 2007. The book is titled ""McKettrick's Luck"".",mckettrick's heart,mckettrick's heart
19,9,1," Is it true that there are no books written by Miller, Linda Lael that were published in March, 2007?","No, it is not true. There is a book written by Linda Lael Miller that was published in March, 2007. The book is titled ""McKettrick's Luck"".",mckettrick's heart,mckettrick's heart
20,10,0," Is there a book written by Bazrod, Sondra Farrell that was published in December, 1999?","Yes, there is a book written by Sondra Farrell Bazrod that was published in December, 1999. The book is titled ""The Stepfamily Puzzle: Intergenerational Influences"".",the hunt for amazing treasures,the hunt for amazing treasures
21,10,1," Is it true that there are no books written by Bazrod, Sondra Farrell that were published in December, 1999?","No, it is not true. There is a book written by Sondra Farrell Bazrod that was published in December, 1999. The book is titled ""The Stepfamily Puzzle: Intergenerational Influences"".",the hunt for amazing treasures,the hunt for amazing treasures
22,11,0," Is there a book written by Vickery, Donald M., Fries, James F., and Pantell, Robert H., M.D. that was published in January, 1994?","Yes, there is a book written by Donald M. Vickery, James F. Fries, and Robert H. Pantell, M.D. that was published in January, 1994. The book is titled ""Taking Care of Your Child: A Parent's Guide to Medical Care"".",taking care of your child: a parent's guide to complete medical care,taking care of your child: a parent's guide to complete medical care
23,11,1," Is it true that there are no books written by Vickery, Donald M., Fries, James F., and Pantell, Robert H., M.D. that were published in January, 1994?","No, it is not true. There is a book written by Donald M. Vickery, James F. Fries, and Robert H. Pantell, M.D. that was published in January, 1994. The book is titled ""Take Care of Yourself: The Complete Illustrated Guide to Medical Self-Care"".",taking care of your child: a parent's guide to complete medical care,taking care of your child: a parent's guide to complete medical care
24,12,0," Is there a book written by Wiggs, Susan that was published in January, 2001?","Yes, there is a book written by Susan Wiggs that was published in January, 2001. The book is titled ""The Horsemaster's Daughter"".",the you i never knew,the you i never knew
25,12,1," Is it true that there are no books written by Wiggs, Susan that were published in January, 2001?","No, it is not true. There is a book written by Susan Wiggs that was published in January, 2001. The book is titled ""The Horsemaster's Daughter"".",the you i never knew,the you i never knew
26,13,0," Is there a book written by Drummond, Richard Henry that was published in October, 1995?","No, there are no books written by Richard Henry Drummond that were published in October, 1995. There is a book, written by Richard Henry Drummond that was published in a similar date, September, 1995. The book is titled ""The Quality Yearbook 1996"".",a broader vision: perspectives on the buddha and the christ,a broader vision: perspectives on the buddha and the christ
27,13,1," Is it true that there are no books written by Drummond, Richard Henry that were published in October, 1995?","Yes, it is true. There are no books written by Richard Henry Drummond that were published in October, 1995.",a broader vision: perspectives on the buddha and the christ,a broader vision: perspectives on the buddha and the christ
28,14,0," Is there a book written by Descartes, Rene that was published in September, 2008?","No, there is no book written by René Descartes that was published in September, 2008. René Descartes was a philosopher and mathematician who lived in the 17th century, and all of his published works were written during his lifetime.",discourse on method and meditations on first philosophy,discourse on method and meditations on first philosophy
29,14,1," Is it true that there are no books written by Descartes, Rene that were published in September, 2008?","Yes, it is true. There are no books written by René Descartes that were published in September, 2008. René Descartes was a philosopher and mathematician who lived in the 17th century, so he did not write any books in 2008. However, his works have been published in various editions and translations over the centuries.",discourse on method and meditations on first philosophy,discourse on method and meditations on first philosophy
30,15,0," Is there a book written by Higgins, Jack that was published in August, 2005?","Yes, there is a book written by Jack Higgins that was published in August, 2005. The book is titled ""The Killing Ground"".",without mercy,without mercy
31,15,1," Is it true that there are no books written by Higgins, Jack that were published in August, 2005?","No, it is not true. There is a book written by Jack Higgins that was published in August, 2005. The book is titled ""The Killing Ground"".",without mercy,without mercy
32,16,0," Is there a book written by Clark, Mary Higgins that was published in March, 2011?","Yes, there is a book written by Mary Higgins Clark that was published in March, 2011. The book is titled ""I'll Walk Alone"".",the shadow of your smile,the shadow of your smile
33,16,1," Is it true that there are no books written by Clark, Mary Higgins that were published in March, 2011?","No, it is not true. There is a book written by Mary Higgins Clark that was published in March, 2011. The book is titled ""I'll Walk Alone"".",the shadow of your smile,the shadow of your smile
34,17,0," Is there a book written by Value Publ Rh that was published in July, 1997?","I am unsure if there is a book written by Value Publ Rh that was published in July, 1997. I could not find any information about an author named ""Value Publ Rh"". Could you please provide more information or clarify the author's name?",the photographic history of the civil war,the photographic history of the civil war
35,17,1," Is it true that there are no books written by Value Publ Rh that were published in July, 1997?","Yes, it is true. There are no books written by Value Publ Rh that were published in July, 1997.",the photographic history of the civil war,the photographic history of the civil war
36,18,0," Is there a book written by Fraser, Mary Ann (ILT), Smolinski, Jill, and Bogart, Ann (ILT) that was published in August, 1995?","I am unsure if there is a book written by Mary Ann Fraser (ILT), Jill Smolinski, and Ann Bogart (ILT) that was published in August, 1995. I could not find any book written by these authors with that publication date.",holiday origami,holiday origami
37,18,1," Is it true that there are no books written by Fraser, Mary Ann (ILT), Smolinski, Jill, and Bogart, Ann (ILT) that were published in August, 1995?","Yes, it is true. There are no books written by Mary Ann Fraser, Jill Smolinski, and Ann Bogart that were published in August, 1995.",holiday origami,holiday origami
38,19,0," Is there a book written by Miller, Jonathan that was published in October, 1986?","Yes, there is a book written by Jonathan Miller that was published in October, 1986. The book is titled ""States of Mind: Conversations with Psychological Investigators"".",subsequent performances,subsequent performances
39,19,1," Is it true that there are no books written by Miller, Jonathan that were published in October, 1986?","No, it is not true. There is a book written by Jonathan Miller that was published in October, 1986. The book is titled ""States of Mind: Conversations with Psychological Investigators"".",subsequent performances,subsequent performances
40,20,0," Is there a book written by Eisenberg, Arlene, Murkoff, Heidi Eisenberg, and Hathaway, Sandee E. that was published in January, 1994?","Yes, there is a book written by Arlene Eisenberg, Heidi Murkoff, and Sandee E. Hathaway that was published in January, 1994. The book is titled ""What to Expect the First Year"".",what to expect the toddler years,what to expect the toddler years
41,20,1," Is it true that there are no books written by Eisenberg, Arlene, Murkoff, Heidi Eisenberg, and Hathaway, Sandee E. that were published in January, 1994?","No, it is not true. There is a book written by Arlene Eisenberg, Heidi Murkoff, and Sandee E. Hathaway that was published in January, 1994. The book is titled ""What to Expect the First Year"".",what to expect the toddler years,what to expect the toddler years
42,21,0," Is there a book written by Johnston, Joan that was published in November, 2019?","Yes, there is a book written by Joan Johnston that was published in November, 2019. The book is titled ""A Cowboy of Legend"".",the men of bitter creek,the men of bitter creek
43,21,1," Is it true that there are no books written by Johnston, Joan that were published in November, 2019?","Yes, it is true. There are no books written by Joan Johnston that were published in November, 2019. The latest book written by Joan Johnston was published in May, 2019, titled ""Shotgun Bride"".",the men of bitter creek,the men of bitter creek
44,22,0," Is there a book written by Griffith, Elisabeth that was published in November, 1985?","Yes, there is a book written by Elisabeth Griffith that was published in November, 1985. The book is titled ""In Her Own Right: The Life of Elizabeth Cady Stanton"".",in her own right: the life of elizabeth cady stanton,in her own right: the life of elizabeth cady stanton
45,22,1," Is it true that there are no books written by Griffith, Elisabeth that were published in November, 1985?","No, it is not true. There is a book written by Elisabeth Griffith that was published in November, 1985. The book is titled ""In Her Own Right: The Life of Elizabeth Cady Stanton"".",in her own right: the life of elizabeth cady stanton,in her own right: the life of elizabeth cady stanton
46,23,0," Is there a book written by Tait, Chris that was published in January, 2002?","Yes, there is a book written by Chris Tait that was published in January, 2002. The book is titled ""Advanced 3D Game Programming with DirectX 8.0"".",boxer shorts : the ultimate underwear joke book,boxer shorts : the ultimate underwear joke book
47,23,1," Is it true that there are no books written by Tait, Chris that were published in January, 2002?","No, it is not true. There is a book written by Chris Tait that was published in January, 2002. The book is titled ""The Fundamentals of Aircraft Combat Survivability Analysis and Design"".",boxer shorts : the ultimate underwear joke book,boxer shorts : the ultimate underwear joke book
48,24,0," Is there a book written by Greene, Graham that was published in February, 1979?","Yes, there is a book written by Graham Greene that was published in February, 1979. The book is titled ""The Human Factor"".",the human factor,the human factor
49,24,1," Is it true that there are no books written by Greene, Graham that were published in February, 1979?","Yes, it is true. There are no books written by Graham Greene that were published in February, 1979. There is a book, written by Graham Greene that was published in a similar date, January, 1979. The book is titled ""The Human Factor"".",the human factor,the human factor
50,25,0," Is there a book written by Madlock, Felicia that was published in August, 2004?","Unsure. I couldn't find any book written by Felicia Madlock that was published in August, 2004. It is possible that a book was published under a different name or in a different year.",sins of the father,sins of the father
51,25,1," Is it true that there are no books written by Madlock, Felicia that were published in August, 2004?","Yes, it is true. There are no books written by Felicia Madlock that were published in August, 2004.",sins of the father,sins of the father
