,entity_idx,prompt_idx,question,rationale,model_gold_entity,gold_entity
0,0,0," Is there a movie, released in 2009, starring CCH Pounder where James Cameron is the director?","Yes, the movie ""Avatar"" was released in 2009, where James Cameron directed and CCH Pounder appeared in the movie.",avatar,avatar
1,0,1," Is it true that there are no movies, released in 2009, starring CCH Pounder where James Cameron is the director?","No, it is not true. The movie ""Avatar"" that James Cameron directed, where CCH Pounder appeared in the movie, was released in 2009.",avatar,avatar
2,1,0," Is there a movie, released in 2007, starring Johnny Depp where Gore Verbinski is the director?","Yes, the movie ""Pirates of the Caribbean: At World's End"" was released in 2007, where Johnny Depp starred in and Gore Verbinski directed the movie.",pirates of the caribbean: at world's end,pirates of the caribbean: at world's end
3,1,1," Is it true that there are no movies, released in 2007, starring Johnny Depp where Gore Verbinski is the director?","No, it is not true. The movie, ""Pirates of the Caribbean: At World's End"" that Gore Verbinski directed, where Johnny Depp starred in the movie was released in 2007.",pirates of the caribbean: at world's end,pirates of the caribbean: at world's end
4,2,0," Is there a movie, released in 2015, starring Christoph Waltz where Sam Mendes is the director?","No, there is no movie released in 2015 where Christoph Waltz starred and Sam Mendes directed. However, they worked together in the James Bond movies ""Spectre"" (2015) and ""Skyfall"" (2012).",spectre,spectre
5,2,1," Is it true that there are no movies, released in 2015, starring Christoph Waltz where Sam Mendes is the director?","No, it is not true. The movie ""Spectre"" that Sam Mendes directed, where Christoph Waltz starred in, was released in 2015.",spectre,spectre
6,3,0," Is there a movie, released in 2012, starring Tom Hardy where Christopher Nolan is the director?","Yes, the movie ""The Dark Knight Rises"" was released in 2012, where Tom Hardy starred in the movie and Christopher Nolan directed it.",the dark knight rises,the dark knight rises
7,3,1," Is it true that there are no movies, released in 2012, starring Tom Hardy where Christopher Nolan is the director?","No, it is not true. The movie ""The Dark Knight Rises"" that Christopher Nolan directed, where Tom Hardy starred in the movie as the villain Bane, was released in 2012.",the dark knight rises,the dark knight rises
8,4,0," Is there a movie, released in 2012, starring Daryl Sabara where Andrew Stanton is the director?","Yes, the movie ""John Carter"" was released in 2012, where Andrew Stanton directed the movie and Daryl Sabara appeared in the movie.",john carter,john carter
9,4,1," Is it true that there are no movies, released in 2012, starring Daryl Sabara where Andrew Stanton is the director?","No, it is not true. The movie ""John Carter"" that Andrew Stanton directed, where Daryl Sabara appeared in the movie was released in 2012.",john carter,john carter
10,5,0," Is there a movie, released in 2007, starring J.K. Simmons where Sam Raimi is the director?","Yes, the movie ""Spider-Man 3"" was released in 2007, where J.K. Simmons played the role of J. Jonah Jameson and Sam Raimi directed the movie.",spider-man 3,spider-man 3
11,5,1," Is it true that there are no movies, released in 2007, starring J.K. Simmons where Sam Raimi is the director?","No, it is not true. The movie, ""Spider-Man 3"" that Sam Raimi directed, where J.K. Simmons appeared as J. Jonah Jameson was released in 2007.",spider-man 3,spider-man 3
12,6,0," Is there a movie, released in 2010, starring Brad Garrett where Nathan Greno is the director?","Yes, the movie ""Tangled"" was released in 2010, where Nathan Greno and Byron Howard co-directed the movie, and Brad Garrett voiced the character of Hook Hand Thug.",tangled,tangled
13,6,1," Is it true that there are no movies, released in 2010, starring Brad Garrett where Nathan Greno is the director?","No, it is not true. The movie ""Tangled"" that Nathan Greno directed, where Brad Garrett voiced the character of Hook Hand Thug, was released in 2010.",tangled,tangled
14,7,0," Is there a movie, released in 2015, starring Chris Hemsworth where Joss Whedon is the director?","Yes, the movie ""Avengers: Age of Ultron"" was released in 2015, where Chris Hemsworth played the role of Thor and Joss Whedon directed the movie.",avengers: age of ultron,avengers: age of ultron
15,7,1," Is it true that there are no movies, released in 2015, starring Chris Hemsworth where Joss Whedon is the director?","No, it is not true. The movie ""Avengers: Age of Ultron"" that Joss Whedon directed, where Chris Hemsworth starred in, was released in 2015.",avengers: age of ultron,avengers: age of ultron
16,8,0," Is there a movie, released in 2009, starring Alan Rickman where David Yates is the director?","Yes, the movie ""Harry Potter and the Half-Blood Prince"" was released in 2009, where David Yates directed the movie and Alan Rickman starred in it.",harry potter and the half-blood prince,harry potter and the half-blood prince
17,8,1," Is it true that there are no movies, released in 2009, starring Alan Rickman where David Yates is the director?","No, it is not true. The movie, ""Harry Potter and the Half-Blood Prince"" that David Yates directed, where Alan Rickman played the role of Severus Snape, was released in 2009.",harry potter and the half-blood prince,harry potter and the half-blood prince
18,9,0," Is there a movie, released in 2016, starring Henry Cavill where Zack Snyder is the director?","Yes, the movie ""Batman v Superman: Dawn of Justice"" was released in 2016, where Henry Cavill played the role of Superman and Zack Snyder directed the movie.",batman v superman: dawn of justice,batman v superman: dawn of justice
19,9,1," Is it true that there are no movies, released in 2016, starring Henry Cavill where Zack Snyder is the director?","No, it is not true. The movie ""Batman v Superman: Dawn of Justice"" was released in 2016, where Henry Cavill played the role of Superman and Zack Snyder was the director of the movie.",batman v superman: dawn of justice,batman v superman: dawn of justice
20,10,0," Is there a movie, released in 2006, starring Kevin Spacey where Bryan Singer is the director?","No, it is not true. However, there is a movie, ""The Usual Suspects"" that Bryan Singer directed, where Kevin Spacey starred in, which was released in 1995.",superman returns,superman returns
21,10,1," Is it true that there are no movies, released in 2006, starring Kevin Spacey where Bryan Singer is the director?","No, it is not true. The movie, ""Superman Returns"" that Bryan Singer directed, where Kevin Spacey played the role of Lex Luthor, was released in 2006.",superman returns,superman returns
22,11,0," Is there a movie, released in 2008, starring Giancarlo Giannini where Marc Forster is the director?","Yes, the movie ""Quantum of Solace"" was released in 2008, where Marc Forster directed and Giancarlo Giannini starred in the movie.",quantum of solace,quantum of solace
23,11,1," Is it true that there are no movies, released in 2008, starring Giancarlo Giannini where Marc Forster is the director?","No, it is not true. The movie, ""Quantum of Solace"" that Marc Forster directed, where Giancarlo Giannini appeared in the movie was released in 2008.",quantum of solace,quantum of solace
