,entity_idx,prompt_idx,question,rationale,model_gold_entity,gold_entity
0,0,0, Is there an artist or group who sang a song titled day after day in 1971?,"Yes, there is an artist who sang a song titled ""Day After Day"" in 1971. The song is by the group Badfinger.",badfinger,badfinger
1,0,1, Is it true that no artists nor groups sang a song titled day after day in 1971?,"No, it is not true. The group Badfinger sang a song titled ""Day After Day"" in 1971.",badfinger,badfinger
2,1,0, Is there an artist or group who sang a song titled elegie in 1975?,"No, there is no such artist or group who sang a song titled ""Elegie"" in 1975. However, Patti Smith Group released a song titled ""Elegie"" in 1976.",patti smith,patti smith
3,1,1, Is it true that no artists nor groups sang a song titled elegie in 1975?,"Yes, it is true. There is no record of a song titled ""Elegie"" being released by any artist or group in 1975. However, it's important to note that there may be songs with this title that are not widely recognized or documented.",patti smith,patti smith
4,2,0, Is there an artist or group who sang a song titled jimmy james in 1992?,"Yes, there is a group who sang a song titled ""Jimmy James"" in 1992. The song is by the Beastie Boys.",beastie boys,beastie boys
5,2,1, Is it true that no artists nor groups sang a song titled jimmy james in 1992?,"No, it is not true. The Beastie Boys sang a song titled ""Jimmy James"" in 1992.",beastie boys,beastie boys
6,3,0, Is there an artist or group who sang a song titled congratulations in 1984?,"No, there is no such artist or group who sang a song titled ""Congratulations"" in 1984. However, there are songs with the same title by different artists in different years. For example, Cliff Richard sang ""Congratulations"" in 1968 and Post Malone sang a song with the same title in 2016.",reba mcentire,reba mcentire
7,3,1, Is it true that no artists nor groups sang a song titled congratulations in 1984?,"Yes, it is true. However, there is a song titled ""Congratulations"" by Cliff Richard, but it was released in 1968. Also, Post Malone released a song with the same title in 2016. There is no record of a song titled ""Congratulations"" being released in 1984.",reba mcentire,reba mcentire
8,4,0, Is there an artist or group who sang a song titled bad boy (feat. jungle rock jr.) in 2009?,"No, there is no artist or group who sang a song titled ""Bad Boy (feat. Jungle Rock Jr.)"" in 2009. The song does not appear to exist in music databases or discographies from that year.","royce da 5'9""","royce da 5'9"""
9,4,1, Is it true that no artists nor groups sang a song titled bad boy (feat. jungle rock jr.) in 2009?,"Unsure. Without more specific information, it's difficult to confirm whether a song titled ""Bad Boy (feat. Jungle Rock Jr.)"" was released in 2009. The title and featured artist suggest it could be a possibility, but a quick search doesn't yield any definitive results. It's also possible that the song could be relatively unknown or from an independent or less mainstream artist, which would make it harder to verify.","royce da 5'9""","royce da 5'9"""
10,5,0, Is there an artist or group who sang a song titled when i'm gone in 1979?,"No, there is no such artist or group. However, there are artists who sang songs titled ""When I'm Gone"" in other years. For example, 3 Doors Down released a song with this title in 2002, and Eminem released a song with this title in 2005.",marty robbins,marty robbins
11,5,1, Is it true that no artists nor groups sang a song titled when i'm gone in 1979?,"Yes, it is true. However, there are artists who sang songs titled ""When I'm Gone"" in other years. For example, 3 Doors Down released a song with this title in 2002, and Eminem released a song with this title in 2005.",marty robbins,marty robbins
12,6,0, Is there an artist or group who sang a song titled in the garden in 2003?,"Yes, there is an artist who sang a song titled ""In the Garden"" in 2003. The song is by the artist Van Morrison.",randy travis,randy travis
13,6,1, Is it true that no artists nor groups sang a song titled in the garden in 2003?,"No, it is not true. There is an artist who sang a song titled ""In the Garden"" in 2003. The song is by the artist Van Morrison.",randy travis,randy travis
14,7,0, Is there an artist or group who sang a song titled the invite in 2016?,"No, there is no artist or group who sang a song titled ""The Invite"" in 2016. The information available does not show any song with that title released in that year.",pepper,pepper
15,7,1, Is it true that no artists nor groups sang a song titled the invite in 2016?,"Yes, it is true. There is no record of a song titled ""The Invite"" being released by any artist or group in 2016.",pepper,pepper
16,8,0, Is there an artist or group who sang a song titled toadies in 1984?,"No, there is no artist or group who sang a song titled ""Toadies"" in 1984. However, there is a band named Toadies, but they were formed in 1989 and their first album was released in 1994.",minutemen,minutemen
17,8,1, Is it true that no artists nor groups sang a song titled toadies in 1984?,"Yes, it is true. There is no record of a song titled ""Toadies"" being released by any artist or group in 1984. However, there is a band named Toadies that was formed in 1989.",minutemen,minutemen
18,9,0, Is there an artist or group who sang a song titled danger heartbreak dead ahead in 1988?,"No, there is no such artist or group. However, there is a group who sang a song titled ""Danger Heartbreak Dead Ahead"" in 1965. The song is by the group The Marvelettes.",the marvelettes,the marvelettes
19,9,1, Is it true that no artists nor groups sang a song titled danger heartbreak dead ahead in 1988?,"Yes, it is true. However, there is a group who sang a song titled ""Danger Heartbreak Dead Ahead"" in 1965. The song is by the group The Marvelettes.",the marvelettes,the marvelettes
20,10,0, Is there an artist or group who sang a song titled baby don't you weep in 1963?,"Yes, there is an artist who sang a song titled ""Baby Don't You Weep"" in 1963. The song is by the artist Garnet Mimms.",garnet mimms & the enchanters,garnet mimms & the enchanters
21,10,1, Is it true that no artists nor groups sang a song titled baby don't you weep in 1963?,"No, it is not true. Garnet Mimms and the Enchanters sang a song titled ""Cry Baby"" in 1963, which includes the lyrics ""Baby don't you weep"".",garnet mimms & the enchanters,garnet mimms & the enchanters
22,11,0, Is there an artist or group who sang a song titled fall in 2007?,"Yes, there is an artist who sang a song titled ""Fall"" in 2007. The song is by the artist Clay Walker.",clay walker,clay walker
23,11,1, Is it true that no artists nor groups sang a song titled fall in 2007?,"No, it is not true. There is an artist who sang a song titled ""Fall"" in 2007. The song is by the artist Clay Walker.",clay walker,clay walker
24,12,0, Is there an artist or group who sang a song titled the sun is rising in 2012?,"Yes, there is an artist who sang a song titled ""The Sun Is Rising"" in 2012. The song is by the artist Britt Nicole.",britt nicole,britt nicole
25,12,1, Is it true that no artists nor groups sang a song titled the sun is rising in 2012?,"No, it is not true. Britt Nicole sang a song titled ""The Sun Is Rising"" in 2012.",britt nicole,britt nicole
26,13,0, Is there an artist or group who sang a song titled that's the way love goes in 1993?,"Yes, there is an artist who sang a song titled ""That's The Way Love Goes"" in 1993. The song is by the artist Janet Jackson.",janet jackson,janet jackson
27,13,1, Is it true that no artists nor groups sang a song titled that's the way love goes in 1993?,"No, it is not true. Janet Jackson sang a song titled ""That's the Way Love Goes"" in 1993.",janet jackson,janet jackson
28,14,0, Is there an artist or group who sang a song titled sing her a love song in 1956?,"No, there is no such artist or group who sang a song titled ""Sing Her A Love Song"" in 1956. The information available does not show any song with that title released in that year.",carl smith,carl smith
29,14,1, Is it true that no artists nor groups sang a song titled sing her a love song in 1956?,"Yes, it is true. There is no record of a song titled ""Sing Her A Love Song"" being released by any artist or group in 1956.",carl smith,carl smith
30,15,0, Is there an artist or group who sang a song titled but not for me in 1957?,"Yes, there is an artist who sang a song titled ""But Not For Me"" in 1957. The song is by the artist Ella Fitzgerald.",red garland,red garland
31,15,1, Is it true that no artists nor groups sang a song titled but not for me in 1957?,"No, it is not true. Ella Fitzgerald sang a song titled ""But Not For Me"" in 1957.",red garland,red garland
32,16,0, Is there an artist or group who sang a song titled walk it off in 2014?,"No, there is no such artist or group who sang a song titled ""Walk It Off"" in 2014. However, there is a band named ""Tunng"" who released a song titled ""Walk It Off"" in 2013.",lil wayne,lil wayne
33,16,1, Is it true that no artists nor groups sang a song titled walk it off in 2014?,"No, it is not true. The artist Tiny Ruins sang a song titled ""Walk It Off"" in 2014.",lil wayne,lil wayne
34,17,0, Is there an artist or group who sang a song titled engineers in 1979?,"No, there is no artist or group who sang a song titled ""Engineers"" in 1979. However, there is a band named Engineers who formed in 2003, but they did not release a song with their own name.",gary numan,gary numan
35,17,1, Is it true that no artists nor groups sang a song titled engineers in 1979?,"Yes, it is true. There is no record of a song titled ""Engineers"" being released by any artist or group in 1979.",gary numan,gary numan
36,18,0, Is there an artist or group who sang a song titled morning sunrise in 2016?,"No, there is no such artist or group who sang a song titled ""Morning Sunrise"" in 2016. However, there might be songs with similar titles by different artists or in different years.",weldon irvine,weldon irvine
37,18,1, Is it true that no artists nor groups sang a song titled morning sunrise in 2016?,"Unsure. There might be songs titled ""Morning Sunrise"" released in 2016, but without specific information about the artist or genre, it's difficult to confirm. The title ""Morning Sunrise"" is quite common and could be used by various artists in different music genres.",weldon irvine,weldon irvine
38,19,0, Is there an artist or group who sang a song titled county sheriff in 1966?,"No, there is no record of an artist or group who sang a song titled ""County Sheriff"" in 1966.",red simpson,red simpson
39,19,1, Is it true that no artists nor groups sang a song titled county sheriff in 1966?,"Yes, it is true. There is no record of a song titled ""County Sheriff"" being released by any artist or group in 1966.",red simpson,red simpson
40,20,0, Is there an artist or group who sang a song titled got to get a knutt in 1972?,"Yes, there is an artist who sang a song titled ""Got to Get a Knutt"" in 1972. The song is by the group The New Birth.",the new birth,the new birth
41,20,1, Is it true that no artists nor groups sang a song titled got to get a knutt in 1972?,"No, it is not true. The New Birth sang a song titled ""Got to Get a Knutt"" in 1972.",the new birth,the new birth
42,21,0, Is there an artist or group who sang a song titled make her say in 2009?,"Yes, there is an artist who sang a song titled ""Make Her Say"" in 2009. The song is by the artist Kid Cudi.",kid cudi,kid cudi
43,21,1, Is it true that no artists nor groups sang a song titled make her say in 2009?,"No, it is not true. Kid Cudi sang a song titled ""Make Her Say"" in 2009.",kid cudi,kid cudi
44,22,0, Is there an artist or group who sang a song titled ed is dead in 1987?,"No, there is no such artist or group. However, there is a group named Pixies who sang a song titled ""Ed Is Dead"" in 1988.",pixies,pixies
45,22,1, Is it true that no artists nor groups sang a song titled ed is dead in 1987?,"Yes, it is true. However, there is a group who sang a song titled ""Ed Is Dead"" in 1989. The song is by the group Pixies.",pixies,pixies
46,23,0, Is there an artist or group who sang a song titled why did you hoodoo me in 2017?,"Yes, there is an artist who sang a song titled ""Why Did You Hoodoo Me"" in 2017. The song is by the artist Savoy Brown.",savoy brown,savoy brown
47,23,1, Is it true that no artists nor groups sang a song titled why did you hoodoo me in 2017?,"No, it is not true. Savoy Brown, a British blues rock band, released a song titled ""Why Did You Hoodoo Me"" in 2017 on their album ""Witchy Feelin'"".",savoy brown,savoy brown
