,entity_idx,question_idx,question,choices,gold_answer,gold_entity,model_answer,model_response_all,model_reasoning
0,0,0,What's the inaccurate option about the airport Torca?,"['Option 1: ICAO Shortcode of the airport is SCLI.', 'Option 2: Latitude of the airport is -34.7833.', 'Option 3: Longitude of the airport is -72.0508.', 'Option 4: Country code of the airport is US.']",4,"CL, Chile",4,"Option 4: Country code of the airport is US is the inaccurate option. The correct country code for Torca airport is not US, it is Chile.",True
1,0,1,What is the false option about the airport Torca?,"['Option 1: The abbreviated form (ICAO) for the airport is SCLI.', 'Option 2: The latitude of the airport is -34.7833.', 'Option 3: The longitude of the airport is -72.0508.', 'Option 4: The country code of the airport is US.']",4,"CL, Chile",4,"Option 4: The country code of the airport is US is the false option. The correct country code for Torca airport is CL, which stands for Chile.",True
2,0,2,What is the wrong option regarding the airport Torca?,"['Option 1: The ICAO shortcode for the airport is the same with SCLI.', 'Option 2: The airport is located at -34.7833 latitude.', 'Option 3: The airport is located at -72.0508 longitude.', 'Option 4: The airport has a country code of US.']",4,"CL, Chile",4,"Option 4: The airport has a country code of US is the wrong option regarding the airport Torca. The correct country code for Torca airport is CL, which stands for Chile.",True
3,1,0,What's the inaccurate option about the airport Catsa?,"['Option 1: ICAO Shortcode of the airport is K2R1.', 'Option 2: Latitude of the airport is 10.5169.', 'Option 3: Longitude of the airport is -85.5656.', 'Option 4: Country code of the airport is CR.']",1,MECT,1,Option 1: ICAO Shortcode of the airport is K2R1 is the inaccurate option.  Explanation: The ICAO Shortcode of the airport Catsa is not K2R1. This is because K2R1 is not a valid ICAO code. The correct ICAO code for the airport Catsa is MRCO.,False
4,1,1,What is the false option about the airport Catsa?,"['Option 1: The abbreviated form (ICAO) for the airport is K2R1.', 'Option 2: The latitude of the airport is 10.5169.', 'Option 3: The longitude of the airport is -85.5656.', 'Option 4: The country code of the airport is CR.']",1,MECT,4,"Option 4: The country code of the airport is CR is the false option.  Explanation: The country code for Costa Rica is CR, but the airport Catsa is not located in Costa Rica. Therefore, this option is false.",False
5,1,2,What is the wrong option regarding the airport Catsa?,"['Option 1: The ICAO shortcode for the airport is the same with K2R1.', 'Option 2: The airport is located at 10.5169 latitude.', 'Option 3: The airport is located at -85.5656 longitude.', 'Option 4: The airport has a country code of CR.']",1,MECT,4,"Option 4: The airport has a country code of CR is the wrong option.  Explanation: The country code for Costa Rica is CR, but the airport Catsa is not located in Costa Rica. Therefore, option 4 is incorrect.",False
9,3,0,What's the inaccurate option about the airport Lilongwe International?,"['Option 1: ICAO Shortcode of the airport is FWKI.', 'Option 2: Latitude of the airport is -13.7894.', 'Option 3: Longitude of the airport is 33.781.', 'Option 4: Country code of the airport is MW.']",NONE OF ABOVE,NONE,NONE OF ABOVE,None of the above. All options are correct.,
10,3,1,What is the false option about the airport Lilongwe International?,"['Option 1: The abbreviated form (ICAO) for the airport is FWKI.', 'Option 2: The latitude of the airport is -13.7894.', 'Option 3: The longitude of the airport is 33.781.', 'Option 4: The country code of the airport is MW.']",NONE OF ABOVE,NONE,NONE OF ABOVE,None of the above. All options are correct.,
11,3,2,What is the wrong option regarding the airport Lilongwe International?,"['Option 1: The ICAO shortcode for the airport is the same with FWKI.', 'Option 2: The airport is located at -13.7894 latitude.', 'Option 3: The airport is located at 33.781 longitude.', 'Option 4: The airport has a country code of MW.']",NONE OF ABOVE,NONE,3,"Option 3: The airport is located at 33.781 longitude is the wrong option.  Explanation: Lilongwe International Airport is located in Malawi, and its coordinates are -13.7894 latitude and 33.7809 longitude. Therefore, option 3 is incorrect as it provides an incorrect longitude value.",
15,5,0,What's the inaccurate option about the airport Intiraymi?,"['Option 1: ICAO Shortcode of the airport is SLIY.', 'Option 2: Latitude of the airport is -17.8083.', 'Option 3: Longitude of the airport is -67.4433.', 'Option 4: Country code of the airport is BO.']",NONE OF ABOVE,NONE,4,"Option 4: Country code of the airport is BO is inaccurate.  Explanation: The country code 'BO' represents Bolivia, but Intiraymi airport is not located in Bolivia. The correct country code for Intiraymi airport is 'PE', as it is located in Peru.",
