,entity_idx,question_idx,question,model_response
0,2,0,Do you know the Vicco airport?,No.
1,2,4,Is the country code of Vicco airport PE?,No.
2,4,0,Do you know the Trieben airport?,No.
3,6,0,Do you know the Tiger Paw Aerodrome airport?,No.
4,9,0,Do you know the Obenteni airport?,No.
5,10,0,Do you know the Peronne-Saint-Quentin airport?,No.
6,13,2,Is the latitude of the Sydney / J.A. Douglas McCurdy airport 46.1614?,No.
7,13,4,Is the country code of Sydney / J.A. Douglas McCurdy airport CA?,No.
8,15,0,Do you know the San Augustine County airport?,No.
9,19,0,Do you know the Santa Cruz do Sul airport?,No.
10,24,0,Do you know the Gamboula airport?,No.
11,26,4,Is the country code of Ngala airport ZA?,No.
12,29,3,Is the longitude of the Andrewsfield airport 0.4492?,No.
13,30,2,Is the latitude of the Reykjanes airport 65.9142?,No.
14,31,0,Do you know the Fazenda Livramento airport?,No.
15,32,0,Do you know the Steciak Strip airport?,No.
16,32,4,Is the country code of Steciak Strip airport US?,"I'm sorry, I cannot provide an answer as there is no information available on a Steciak Strip airport."
17,33,0,Do you know the Apruna airport?,No.
18,36,0,Do you know the Foz do Areia airport?,No.
19,36,1,Is the ICAO location indicator of the Foz do Areia airport SSFA?,No.
20,39,0,Do you know the Janssen airport?,No.
21,39,4,Is the country code of Janssen airport US?,No.
22,40,1,Is the ICAO location indicator of the Woody Field airport VG40?,No.
23,41,1,Is the ICAO location indicator of the Sd Aero airport LL28?,No.
24,41,4,Is the country code of Sd Aero airport US?,No.
25,45,0,Do you know the Kadrmas airport?,No.
26,50,1,Is the ICAO location indicator of the Lawton airport IA84?,No.
27,50,2,Is the latitude of the Lawton airport 42.4833?,No.
28,52,0,Do you know the Ampfing-Waldkraiburg airport?,No.
29,55,0,Do you know the Mbesa airport?,No.
30,56,3,Is the longitude of the Betou airport 18.5?,No.
31,57,4,Is the country code of Tebing Tinggi airport ID?,No.
32,59,0,Do you know the Kaklic airport?,No.
33,60,0,Do you know the Marlin airport?,No.
34,60,1,Is the ICAO location indicator of the Marlin airport KT15?,No.
35,61,0,Do you know the Flying 'O' airport?,No.
36,61,4,Is the country code of Flying 'O' airport US?,"I'm sorry, I cannot answer this question as there is no information available about a specific airport named ""Flying 'O'""."
37,63,0,Do you know the Fazenda Sao Marcos airport?,No.
38,63,1,Is the ICAO location indicator of the Fazenda Sao Marcos airport SJII?,No.
39,64,0,Do you know the Fazenda Paloma airport?,No.
40,69,1,Is the ICAO location indicator of the Swansea airport YSWA?,No.
41,69,3,Is the longitude of the Swansea airport 148.068?,No.
42,69,4,Is the country code of Swansea airport AU?,No.
43,71,0,Do you know the Underland Airstrip airport?,No.
44,71,4,Is the country code of Underland Airstrip airport US?,No.
45,75,0,Do you know the Wershofen/Eifel airport?,No.
46,77,0,Do you know the Black I Ranch airport?,No.
47,79,0,Do you know the Grass Roots airport?,No.
48,81,1,Is the ICAO location indicator of the Moga airport FZOH?,No.
49,81,4,Is the country code of Moga airport CD?,No.
50,82,1,Is the ICAO location indicator of the Canada airport SLCD?,No.
51,82,2,Is the latitude of the Canada airport -20.0254?,No.
52,82,4,Is the country code of Canada airport BO?,No.
53,83,0,Do you know the Harrison Piloncillo Ranch airport?,No.
54,90,0,Do you know the Hazlehurst airport?,No.
55,91,0,Do you know the Fazenda Pirigara airport?,No.
56,93,2,Is the latitude of the Kargil airport 34.5243?,No.
57,94,0,Do you know the Fazenda Sao Joao airport?,No.
58,94,1,Is the ICAO location indicator of the Fazenda Sao Joao airport SSZT?,No.
59,96,0,Do you know the Herzogenaurach airport?,No.
60,97,0,Do you know the Flying M airport?,No.
61,99,1,Is the ICAO location indicator of the La Nava - Corral De Ayllon airport LECA?,No.
62,101,0,Do you know the Chamberlain Brothers Ranch airport?,No.
63,103,0,Do you know the Brickey airport?,No.
64,105,1,Is the ICAO location indicator of the Costa Rica airport SDXJ?,No.
65,105,3,Is the longitude of the Costa Rica airport -53.1533?,No.
66,105,4,Is the country code of Costa Rica airport BR?,No.
67,108,1,Is the ICAO location indicator of the Nero-Mer airport DIGN?,No.
68,112,0,Do you know the Flying M airport?,No.
69,113,0,Do you know the Collarenebri airport?,No.
70,117,4,Is the country code of Kotamubagu airport ID?,No.
71,118,4,Is the country code of Preston airport US?,No.
72,121,1,Is the ICAO location indicator of the Adelaide airport FAAD?,No.
73,121,3,Is the longitude of the Adelaide airport 26.2942?,No.
74,121,4,Is the country code of Adelaide airport ZA?,No.
75,125,2,Is the latitude of the Marshall Army Air Field airport 39.0526?,No.
76,126,0,Do you know the Bergseth Field airport?,No.
77,127,0,Do you know the Maquinchao airport?,No.
78,131,0,Do you know the Stol-It Farm airport?,No.
79,134,1,Is the ICAO location indicator of the Ovid airport KD82?,No.
80,135,0,Do you know the Porto Nacional airport?,No.
81,138,4,Is the country code of Berwick airport US?,No.
82,141,0,Do you know the Cool Water airport?,No.
83,142,1,Is the ICAO location indicator of the Engels Airbase airport XWSG?,No.
84,145,0,Do you know the Alderman airport?,No.
85,145,1,Is the ICAO location indicator of the Alderman airport K2P7?,No.
86,146,0,Do you know the Fazenda Globo airport?,No.
87,147,4,Is the country code of Queenstown airport ZA?,No.
88,148,0,Do you know the Kantishna airport?,No.
89,150,0,Do you know the A 511 airport?,No.
90,150,4,Is the country code of A 511 airport KR?,No.
91,151,1,Is the ICAO location indicator of the Eglin Test Site B6 airport FL34?,No.
92,153,0,Do you know the Quixada airport?,No.
93,156,0,Do you know the Uff-Da airport?,No.
94,156,4,Is the country code of Uff-Da airport US?,No.
95,157,0,Do you know the Machado Dusters airport?,No.
96,163,0,Do you know the Usina Coruripe - Filial Limeira do Oeste airport?,No.
97,163,1,Is the ICAO location indicator of the Usina Coruripe - Filial Limeira do Oeste airport SJIQ?,No.
98,165,0,Do you know the Matheson Island airport?,No.
99,166,1,Is the ICAO location indicator of the Quepos Managua airport MRQP?,No.
100,166,4,Is the country code of Quepos Managua airport CR?,No.
101,168,4,Is the country code of Provost airport CA?,No.
102,169,0,Do you know the L'Assomption airport?,No.
103,169,4,Is the country code of L'Assomption airport CA?,No.
104,173,1,Is the ICAO location indicator of the Assuncao do Icana airport SWAK?,No.
105,174,0,Do you know the Hermannsburg airport?,No.
106,175,0,Do you know the Tureia airport?,No.
107,179,4,Is the country code of Formosa airport BR?,No.
108,182,0,Do you know the Eulo airport?,No.
109,183,0,Do you know the Level Acres Farm airport?,No.
110,185,4,Is the country code of Moncton / McEwen airport CA?,No.
111,187,0,Do you know the Petty Farms airport?,No.
112,188,0,Do you know the Mangabalito airport?,No.
113,189,0,Do you know the Iturama airport?,No.
114,189,1,Is the ICAO location indicator of the Iturama airport SNYU?,No.
115,190,0,Do you know the El Sobrante airport?,No.
116,190,2,Is the latitude of the El Sobrante airport -32.2236?,No.
117,190,3,Is the longitude of the El Sobrante airport -70.8?,No.
118,190,4,Is the country code of El Sobrante airport CL?,No.
119,191,0,Do you know the Radville airport?,No.
120,192,3,Is the longitude of the In Guezzam airport 5.75?,No.
121,193,0,Do you know the Dougherty airport?,No.
122,194,1,Is the ICAO location indicator of the Welsh airport K6R1?,No.
123,194,2,Is the latitude of the Welsh airport 30.2419?,No.
124,194,3,Is the longitude of the Welsh airport -92.8307?,No.
125,194,4,Is the country code of Welsh airport US?,No.
126,196,1,Is the ICAO location indicator of the Le Maire Memorial airport K2R1?,No.
127,196,2,Is the latitude of the Le Maire Memorial airport 29.8991?,No.
128,199,0,Do you know the Flying Bj airport?,No.
129,199,4,Is the country code of Flying Bj airport US?,No.
130,200,0,Do you know the Mungo Lodge airport?,No.
131,201,0,Do you know the Barnstormers 5 airport?,No.
132,201,1,Is the ICAO location indicator of the Barnstormers 5 airport 16MI?,No.
133,202,0,Do you know the Coleambally airport?,No.
134,206,0,Do you know the J-3 Cub Field airport?,No.
135,212,0,Do you know the Los Cuatro Diablos airport?,No.
136,214,4,Is the country code of Betoambari airport ID?,No.
137,220,0,Do you know the Mountain Outlaw airport?,No.
138,221,4,Is the country code of Bridport airport AU?,No.
139,225,0,Do you know the Fly Away Farm airport?,No.
140,226,1,Is the ICAO location indicator of the Cannon Field airport K53T?,No.
141,227,0,Do you know the Farfan airport?,No.
142,231,0,Do you know the Dourados airport?,No.
143,232,0,Do you know the Airlane Enterprises airport?,No.
144,232,4,Is the country code of Airlane Enterprises airport US?,"I'm sorry, I cannot answer this question as there is no information available on the country code of Airlane Enterprises airport."
145,233,0,Do you know the Fazenda Canamari airport?,No.
146,236,0,Do you know the Kebar airport?,No.
147,236,4,Is the country code of Kebar airport ID?,No.
148,237,0,Do you know the Windjana Grove airport?,No.
149,239,0,Do you know the Lockwood Dry Coulee airport?,No.
150,240,0,Do you know the Amalfi airport?,No.
151,240,2,Is the latitude of the Amalfi airport 6.9167?,No.
152,240,3,Is the longitude of the Amalfi airport -75.0667?,No.
153,241,0,Do you know the Bakke airport?,No.
154,241,4,Is the country code of Bakke airport US?,No.
155,242,0,Do you know the Mabel Creek Station airport?,No.
156,245,0,Do you know the Hysham airport?,No.
157,247,0,Do you know the Pousada das Aguias airport?,No.
158,251,0,Do you know the Log Cabin airport?,No.
159,251,1,Is the ICAO location indicator of the Log Cabin airport WS69?,No.
160,252,0,Do you know the Flagler Aerial Spraying Inc airport?,No.
161,254,1,Is the ICAO location indicator of the Spruce airport CT43?,No.
162,255,1,Is the ICAO location indicator of the Starbase airport VG09?,No.
163,256,1,Is the ICAO location indicator of the Kenmare Municipal airport K7K5?,No.
164,257,0,Do you know the Shannon River airport?,No.
165,257,2,Is the latitude of the Shannon River airport -34.75?,No.
166,257,4,Is the country code of Shannon River airport AU?,No.
167,258,0,Do you know the Ploermel Loyat airport?,No.
168,260,0,Do you know the Lazy G Bar Ranch airport?,No.
169,261,0,Do you know the Kashmor airport?,No.
170,262,1,Is the ICAO location indicator of the Love Field airport 97FL?,No.
171,262,3,Is the longitude of the Love Field airport -81.8915?,No.
172,264,0,Do you know the Wings-N-Wheels airport?,No.
173,264,1,Is the ICAO location indicator of the Wings-N-Wheels airport FA50?,No.
174,265,0,Do you know the Pleasant Farm airport?,No.
175,268,0,Do you know the Elmsett airport?,No.
176,268,3,Is the longitude of the Elmsett airport 0.9775?,No.
177,269,0,Do you know the Yalymboo airport?,No.
178,269,1,Is the ICAO location indicator of the Yalymboo airport YYOO?,No.
179,269,4,Is the country code of Yalymboo airport AU?,No.
180,271,0,Do you know the La Garita Creek Ranch airport?,No.
181,272,0,Do you know the Fazenda Santa Ilidia airport?,No.
182,274,0,Do you know the Novi Ligure Glider airport?,No.
183,276,0,Do you know the Humm airport?,No.
184,276,4,Is the country code of Humm airport US?,No.
185,285,0,Do you know the Tres Chorrillos airport?,No.
186,286,0,Do you know the Lagoa Santa airport?,No.
187,289,4,Is the country code of V-Bar airport US?,No.
188,293,0,Do you know the Fazenda Salamanca airport?,No.
189,295,0,Do you know the Lm-Ets airport?,No.
