,entity_idx,question_idx,question,model_response
0,0,0,"Do you know the book ""God Is Forever"" written by Sherry Small Sundick?",No.
1,0,2,"Is the published year of the book titled ""God Is Forever"" written by Sherry Small Sundick 2009?",No.
2,0,3,"Is the book titled ""God Is Forever"" written by Sherry Small Sundick published by the publisher named Sherry Small Sundick?",No
3,1,1,"Is the published month of the book titled ""The Moonstone"" written by Collins, Wilkie and Connolly, Joy August?",No
4,1,2,"Is the published year of the book titled ""The Moonstone"" written by Collins, Wilkie and Connolly, Joy 2005?",No
5,1,3,"Is the book titled ""The Moonstone"" written by Collins, Wilkie and Connolly, Joy published by the publisher named Sterling Publishing?",No
6,2,1,"Is the published month of the book titled ""Dead Heat"" written by Francis, Dick and Francis, Felix September?",No.
7,3,1,"Is the published month of the book titled ""The Course of Honor"" written by Davis, Lindsey February?",No.
8,3,2,"Is the published year of the book titled ""The Course of Honor"" written by Davis, Lindsey 2003?",No.
9,3,3,"Is the book titled ""The Course of Honor"" written by Davis, Lindsey published by the publisher named Mysterious Press?",No.
10,4,0,"Do you know the book ""Standard Handbook of Environmental Engineering"" written by Corbitt, Robert A. (EDT)?",No.
11,5,0,"Do you know the book ""Aromatherapy: The Use of Plant Essences in Healing"" written by Lautie, Raymond, Passebecq, Andre?",No.
12,5,2,"Is the published year of the book titled ""Aromatherapy: The Use of Plant Essences in Healing"" written by Lautie, Raymond, Passebecq, Andre 1979?",No
13,5,3,"Is the book titled ""Aromatherapy: The Use of Plant Essences in Healing"" written by Lautie, Raymond, Passebecq, Andre published by the publisher named HarperCollins Distribution Services?",No
14,6,0,"Do you know the book ""Oregon: Picture Memory"" written by Harris, Bill?",No.
15,7,0,"Do you know the book ""Fuzzy Rabbit"" written by Billam, Rosemary and Julian-Ottie, Vanessa (ILT)?",No.
16,7,1,"Is the published month of the book titled ""Fuzzy Rabbit"" written by Billam, Rosemary and Julian-Ottie, Vanessa (ILT) February?",No
17,7,2,"Is the published year of the book titled ""Fuzzy Rabbit"" written by Billam, Rosemary and Julian-Ottie, Vanessa (ILT) 1984?",No
18,7,3,"Is the book titled ""Fuzzy Rabbit"" written by Billam, Rosemary and Julian-Ottie, Vanessa (ILT) published by the publisher named Random House Books for Young Readers?",No
19,8,0,"Do you know the book ""Protecting the President: The Inside Story of a Secret Service Agent"" written by McCarthy, Dennis V. N. and Smith, Philip W.?",No.
20,8,1,"Is the published month of the book titled ""Protecting the President: The Inside Story of a Secret Service Agent"" written by McCarthy, Dennis V. N. and Smith, Philip W. November?",No
21,8,2,"Is the published year of the book titled ""Protecting the President: The Inside Story of a Secret Service Agent"" written by McCarthy, Dennis V. N. and Smith, Philip W. 1985?",No
22,8,3,"Is the book titled ""Protecting the President: The Inside Story of a Secret Service Agent"" written by McCarthy, Dennis V. N. and Smith, Philip W. published by the publisher named William Morrow & Co?",No
23,10,0,"Do you know the book ""The Hunt for Amazing Treasures"" written by Bazrod, Sondra Farrell?",No.
24,10,1,"Is the published month of the book titled ""The Hunt for Amazing Treasures"" written by Bazrod, Sondra Farrell December?",No.
25,10,3,"Is the book titled ""The Hunt for Amazing Treasures"" written by Bazrod, Sondra Farrell published by the publisher named Dell?",No.
26,11,2,"Is the published year of the book titled ""Taking Care Of Your Child: A Parent's Guide To Complete Medical Care"" written by Vickery, Donald M., Fries, James F., and Pantell, Robert H., M.D. 1994?",No
27,12,0,"Do you know the book ""The You I Never Knew"" written by Wiggs, Susan?",No.
28,12,1,"Is the published month of the book titled ""The You I Never Knew"" written by Wiggs, Susan January?",No
29,12,3,"Is the book titled ""The You I Never Knew"" written by Wiggs, Susan published by the publisher named Grand Central Publishing?",No.
30,13,0,"Do you know the book ""A Broader Vision: Perspectives on the Buddha and the Christ"" written by Drummond, Richard Henry?",No.
31,13,2,"Is the published year of the book titled ""A Broader Vision: Perspectives on the Buddha and the Christ"" written by Drummond, Richard Henry 1995?",No
32,13,3,"Is the book titled ""A Broader Vision: Perspectives on the Buddha and the Christ"" written by Drummond, Richard Henry published by the publisher named Are Pr?",No
33,14,2,"Is the published year of the book titled ""Discourse on Method and Meditations on First Philosophy"" written by Descartes, Rene 2008?",No.
