,entity_idx,question_idx,question,choices,gold_answer,gold_entity,model_answer,model_response_all,model_reasoning
21,7,0,What's the inaccurate option about the airport Dublin?,"['Option 1: ICAO Shortcode of the airport is EIDW.', 'Option 2: Latitude of the airport is 53.4213.', 'Option 3: Longitude of the airport is -151.1954.', 'Option 4: Country code of the airport is IE.']",3,-6.2701,3,Option 3: Longitude of the airport is -151.1954. Explanation: The longitude of Dublin Airport is not -151.1954. The correct longitude is approximately -6.27007. The given longitude in Option 3 is incorrect.,True
22,7,1,What is the false option about the airport Dublin?,"['Option 1: The abbreviated form (ICAO) for the airport is EIDW.', 'Option 2: The latitude of the airport is 53.4213.', 'Option 3: The longitude of the airport is -151.1954.', 'Option 4: The country code of the airport is IE.']",3,-6.2701,3,Option 3: The longitude of the airport is -151.1954. Explanation: The longitude of Dublin Airport is not -151.1954. The correct longitude is approximately -6.27007. The given longitude in Option 3 is incorrect.,True
23,7,2,What is the wrong option regarding the airport Dublin?,"['Option 1: The ICAO shortcode for the airport is the same with EIDW.', 'Option 2: The airport is located at 53.4213 latitude.', 'Option 3: The airport is located at -151.1954 longitude.', 'Option 4: The airport has a country code of IE.']",3,-6.2701,3,"Option 3: The airport is located at -151.1954 longitude. Explanation: The longitude of Dublin Airport is not -151.1954. The correct longitude is approximately -6.27007. The given longitude seems to be incorrect and does not correspond to the location of Dublin, Ireland.",True
24,8,0,What's the inaccurate option about the airport Chu Lai International?,"['Option 1: ICAO Shortcode of the airport is HL59.', 'Option 2: Latitude of the airport is 15.4033.', 'Option 3: Longitude of the airport is 108.706.', 'Option 4: Country code of the airport is VN.']",1,VVCA,1,"Option 1: ICAO Shortcode of the airport is HL59. Explanation: The ICAO code for Chu Lai International Airport is VVCL, not HL59. ICAO codes are four-letter alphanumeric code designators for airports around the world based on the geographical location. The first and/or second letter(s) represent the country, the rest are for the specific airport. HL59 does not correspond to Chu Lai International Airport.",False
25,8,1,What is the false option about the airport Chu Lai International?,"['Option 1: The abbreviated form (ICAO) for the airport is HL59.', 'Option 2: The latitude of the airport is 15.4033.', 'Option 3: The longitude of the airport is 108.706.', 'Option 4: The country code of the airport is VN.']",1,VVCA,1,"Option 1: The abbreviated form (ICAO) for the airport is HL59. Explanation: The ICAO code for Chu Lai International Airport is VVCL, not HL59. The ICAO (International Civil Aviation Organization) code is a four-letter alphanumeric code designating each airport around the world. These codes are defined by the International Civil Aviation Organization, and published in ICAO Document 7910: Location Indicators. The ICAO code is different from and not to be confused with the IATA code.",False
26,8,2,What is the wrong option regarding the airport Chu Lai International?,"['Option 1: The ICAO shortcode for the airport is the same with HL59.', 'Option 2: The airport is located at 15.4033 latitude.', 'Option 3: The airport is located at 108.706 longitude.', 'Option 4: The airport has a country code of VN.']",1,VVCA,1,"Option 1: The ICAO shortcode for the airport is the same with HL59. Explanation: The ICAO shortcode for Chu Lai International Airport is VVCA, not HL59. HL59 is the ICAO code for a heliport in South Korea. Therefore, option 1 is incorrect.",True
51,17,0,What's the inaccurate option about the airport Lovell Field?,"['Option 1: ICAO Shortcode of the airport is KCHA.', 'Option 2: Latitude of the airport is 35.0352.', 'Option 3: Longitude of the airport is -85.2036.', 'Option 4: Country code of the airport is US.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are accurate about Lovell Field. The ICAO shortcode for Lovell Field is indeed KCHA. The latitude and longitude coordinates are also correct, placing the airport in Chattanooga, Tennessee, USA. The country code for the United States is US, which is where the airport is located.",
52,17,1,What is the false option about the airport Lovell Field?,"['Option 1: The abbreviated form (ICAO) for the airport is KCHA.', 'Option 2: The latitude of the airport is 35.0352.', 'Option 3: The longitude of the airport is -85.2036.', 'Option 4: The country code of the airport is US.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are correct. Lovell Field, also known as Chattanooga Metropolitan Airport, is located in Chattanooga, Tennessee, USA. Its ICAO code is KCHA, and it is situated at a latitude of 35.0352 and a longitude of -85.2036. The country code for the United States is indeed US.",
53,17,2,What is the wrong option regarding the airport Lovell Field?,"['Option 1: The ICAO shortcode for the airport is the same with KCHA.', 'Option 2: The airport is located at 35.0352 latitude.', 'Option 3: The airport is located at -85.2036 longitude.', 'Option 4: The airport has a country code of US.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are correct. Lovell Field, also known as Chattanooga Metropolitan Airport, is located at 35.0352 latitude and -85.2036 longitude. Its ICAO shortcode is KCHA and it is located in the United States, hence the country code is US.",
111,37,0,What's the inaccurate option about the airport Creech Afb?,"['Option 1: ICAO Shortcode of the airport is KINS.', 'Option 2: Latitude of the airport is 36.5863.', 'Option 3: Longitude of the airport is -115.6774.', 'Option 4: Country code of the airport is US.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are accurate about Creech Afb. The ICAO shortcode for Creech Afb is indeed KINS. The geographical coordinates are also correct with a latitude of 36.5863 and a longitude of -115.6774. Lastly, the country code for the United States, where Creech Afb is located, is US.",
112,37,1,What is the false option about the airport Creech Afb?,"['Option 1: The abbreviated form (ICAO) for the airport is KINS.', 'Option 2: The latitude of the airport is 36.5863.', 'Option 3: The longitude of the airport is -115.6774.', 'Option 4: The country code of the airport is US.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are correct. The ICAO code for Creech Air Force Base is indeed KINS. The geographical coordinates are approximately 36.5863° N latitude and -115.6774° W longitude. And the country code for the United States, where the airport is located, is US.",
113,37,2,What is the wrong option regarding the airport Creech Afb?,"['Option 1: The ICAO shortcode for the airport is the same with KINS.', 'Option 2: The airport is located at 36.5863 latitude.', 'Option 3: The airport is located at -115.6774 longitude.', 'Option 4: The airport has a country code of US.']",NONE OF ABOVE,NONE,NONE OF ABOVE,None of above Explanation: All the options are correct. The ICAO shortcode for Creech Afb is indeed KINS. The airport is located at 36.5863 latitude and -115.6774 longitude. The country code for the airport is US as it is located in the United States.,
153,51,0,What's the inaccurate option about the airport Bandaranaike International Apt Colombo?,"['Option 1: ICAO Shortcode of the airport is VCBI.', 'Option 2: Latitude of the airport is 7.1808.', 'Option 3: Longitude of the airport is -75.9569.', 'Option 4: Country code of the airport is LK.']",3,79.8841,3,"Option 3: Longitude of the airport is -75.9569. Explanation: The longitude of Bandaranaike International Airport in Colombo, Sri Lanka is not -75.9569. The correct longitude is approximately 79.8841. Therefore, option 3 is inaccurate.",True
154,51,1,What is the false option about the airport Bandaranaike International Apt Colombo?,"['Option 1: The abbreviated form (ICAO) for the airport is VCBI.', 'Option 2: The latitude of the airport is 7.1808.', 'Option 3: The longitude of the airport is -75.9569.', 'Option 4: The country code of the airport is LK.']",3,79.8841,3,"Option 3: The longitude of the airport is -75.9569. Explanation: The longitude of Bandaranaike International Airport in Colombo, Sri Lanka is not -75.9569. The correct longitude is approximately 79.8841. Therefore, option 3 is false.",True
155,51,2,What is the wrong option regarding the airport Bandaranaike International Apt Colombo?,"['Option 1: The ICAO shortcode for the airport is the same with VCBI.', 'Option 2: The airport is located at 7.1808 latitude.', 'Option 3: The airport is located at -75.9569 longitude.', 'Option 4: The airport has a country code of LK.']",3,79.8841,3,"Option 3: The airport is located at -75.9569 longitude. Explanation: The Bandaranaike International Airport in Colombo, Sri Lanka is not located at -75.9569 longitude. The correct longitude is approximately 79.8841. Therefore, option 3 is incorrect.",True
198,66,0,What's the inaccurate option about the airport Seymour Johnson Afb?,"['Option 1: ICAO Shortcode of the airport is KGSB.', 'Option 2: Latitude of the airport is 35.3394.', 'Option 3: Longitude of the airport is -77.9606.', 'Option 4: Country code of the airport is US.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are accurate. The ICAO shortcode for Seymour Johnson Air Force Base is indeed KGSB. The geographical coordinates are also correct with a latitude of 35.3394 and a longitude of -77.9606. Lastly, the country code for the United States, where the airport is located, is US.",
199,66,1,What is the false option about the airport Seymour Johnson Afb?,"['Option 1: The abbreviated form (ICAO) for the airport is KGSB.', 'Option 2: The latitude of the airport is 35.3394.', 'Option 3: The longitude of the airport is -77.9606.', 'Option 4: The country code of the airport is US.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above.  Explanation: All the options provided are correct. The ICAO code for Seymour Johnson Air Force Base is indeed KGSB. The geographical coordinates are approximately 35.3394° N latitude and -77.9606° W longitude. And the country code for the United States, where the airport is located, is US.",
200,66,2,What is the wrong option regarding the airport Seymour Johnson Afb?,"['Option 1: The ICAO shortcode for the airport is the same with KGSB.', 'Option 2: The airport is located at 35.3394 latitude.', 'Option 3: The airport is located at -77.9606 longitude.', 'Option 4: The airport has a country code of US.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are correct. The ICAO shortcode for Seymour Johnson Afb is indeed KGSB. The airport is located at 35.3394 latitude and -77.9606 longitude. The country code for the airport is US, as it is located in the United States.",
201,67,0,What's the inaccurate option about the airport Spangdahlem Air Base?,"['Option 1: ICAO Shortcode of the airport is ETAD.', 'Option 2: Latitude of the airport is 49.9727.', 'Option 3: Longitude of the airport is 6.6925.', 'Option 4: Country code of the airport is DE.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are accurate about Spangdahlem Air Base. The ICAO shortcode for Spangdahlem Air Base is indeed ETAD. The latitude and longitude coordinates are also correct, placing the airport in Germany. The country code DE is also correct, as it stands for Germany.",
202,67,1,What is the false option about the airport Spangdahlem Air Base?,"['Option 1: The abbreviated form (ICAO) for the airport is ETAD.', 'Option 2: The latitude of the airport is 49.9727.', 'Option 3: The longitude of the airport is 6.6925.', 'Option 4: The country code of the airport is DE.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are correct. Spangdahlem Air Base is indeed abbreviated as ETAD according to the International Civil Aviation Organization (ICAO). The geographical coordinates are also correct, with a latitude of 49.9727 and a longitude of 6.6925. The country code DE stands for Germany, which is where the airport is located.",
203,67,2,What is the wrong option regarding the airport Spangdahlem Air Base?,"['Option 1: The ICAO shortcode for the airport is the same with ETAD.', 'Option 2: The airport is located at 49.9727 latitude.', 'Option 3: The airport is located at 6.6925 longitude.', 'Option 4: The airport has a country code of DE.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above.  Explanation: All the options are correct. The ICAO shortcode for Spangdahlem Air Base is indeed ETAD. The airport is located at 49.9727 latitude and 6.6925 longitude. The country code for Germany, where the airport is located, is DE.",
222,74,0,What's the inaccurate option about the airport Agartala?,"['Option 1: ICAO Shortcode of the airport is VEAT.', 'Option 2: Latitude of the airport is 23.887.', 'Option 3: Longitude of the airport is -69.05.', 'Option 4: Country code of the airport is IN.']",3,91.2404,3,"Option 3: Longitude of the airport is -69.05. Explanation: The longitude of Agartala Airport is not -69.05. The actual longitude of Agartala Airport, located in India, is approximately 91.24.",True
223,74,1,What is the false option about the airport Agartala?,"['Option 1: The abbreviated form (ICAO) for the airport is VEAT.', 'Option 2: The latitude of the airport is 23.887.', 'Option 3: The longitude of the airport is -69.05.', 'Option 4: The country code of the airport is IN.']",3,91.2404,3,"Option 3: The longitude of the airport is -69.05. Explanation: The longitude of Agartala airport is not -69.05. The actual longitude of Agartala airport is approximately 91.24. Therefore, option 3 is false.",True
224,74,2,What is the wrong option regarding the airport Agartala?,"['Option 1: The ICAO shortcode for the airport is the same with VEAT.', 'Option 2: The airport is located at 23.887 latitude.', 'Option 3: The airport is located at -69.05 longitude.', 'Option 4: The airport has a country code of IN.']",3,91.2404,3,"Option 3: The airport is located at -69.05 longitude. Explanation: The Agartala airport, also known as Maharaja Bir Bikram Airport, is located in Agartala, the capital city of the Indian state of Tripura. Its geographical coordinates are approximately 23.89 degrees North latitude and 91.24 degrees East longitude. Therefore, the statement that the airport is located at -69.05 longitude is incorrect.",True
234,78,0,What's the inaccurate option about the airport Coral Harbour?,"['Option 1: ICAO Shortcode of the airport is CYZS.', 'Option 2: Latitude of the airport is 64.1933.', 'Option 3: Longitude of the airport is -83.3594.', 'Option 4: Country code of the airport is CA.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are accurate about the Coral Harbour Airport. The ICAO shortcode for the airport is indeed CYZS. The geographical coordinates are also correct with a latitude of 64.1933 and a longitude of -83.3594. The country code for Canada, where the airport is located, is CA.",
235,78,1,What is the false option about the airport Coral Harbour?,"['Option 1: The abbreviated form (ICAO) for the airport is CYZS.', 'Option 2: The latitude of the airport is 64.1933.', 'Option 3: The longitude of the airport is -83.3594.', 'Option 4: The country code of the airport is CA.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are correct. The ICAO code for Coral Harbour Airport is indeed CYZS. The geographical coordinates are approximately 64.1933° N latitude and -83.3594° W longitude. And the country code for Canada, where the airport is located, is CA.",
236,78,2,What is the wrong option regarding the airport Coral Harbour?,"['Option 1: The ICAO shortcode for the airport is the same with CYZS.', 'Option 2: The airport is located at 64.1933 latitude.', 'Option 3: The airport is located at -83.3594 longitude.', 'Option 4: The airport has a country code of CA.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are correct. The ICAO shortcode for Coral Harbour Airport is indeed CYZS. The airport is located at 64.1933 latitude and -83.3594 longitude. The country code for Canada, where the airport is located, is CA.",
279,93,0,What's the inaccurate option about the airport Kargil?,"['Option 1: ICAO Shortcode of the airport is VI65.', 'Option 2: Latitude of the airport is 34.5243.', 'Option 3: Longitude of the airport is 76.1559.', 'Option 4: Country code of the airport is IN.']",NONE OF ABOVE,NONE,1,"Option 1: ICAO Shortcode of the airport is VI65. Explanation: The ICAO code for Kargil Airport is VI46, not VI65. The ICAO (International Civil Aviation Organization) code is a four-letter alphanumeric code designating each airport around the world. These codes are defined by the International Civil Aviation Organization, and published in ICAO Document 7910: Location Indicators. The ICAO codes are used by air traffic control and airline operations such as flight planning.",
280,93,1,What is the false option about the airport Kargil?,"['Option 1: The abbreviated form (ICAO) for the airport is VI65.', 'Option 2: The latitude of the airport is 34.5243.', 'Option 3: The longitude of the airport is 76.1559.', 'Option 4: The country code of the airport is IN.']",NONE OF ABOVE,NONE,1,"Option 1: The abbreviated form (ICAO) for the airport is VI65. Explanation: The correct ICAO code for Kargil Airport is VI46, not VI65. The ICAO (International Civil Aviation Organization) code is a four-letter alphanumeric code designating each airport around the world. These codes are defined by the International Civil Aviation Organization, and published in ICAO Document 7910: Location Indicators.",
281,93,2,What is the wrong option regarding the airport Kargil?,"['Option 1: The ICAO shortcode for the airport is the same with VI65.', 'Option 2: The airport is located at 34.5243 latitude.', 'Option 3: The airport is located at 76.1559 longitude.', 'Option 4: The airport has a country code of IN.']",NONE OF ABOVE,NONE,1,"Option 1: The ICAO shortcode for the airport is the same with VI65. Explanation: The ICAO shortcode for Kargil Airport is VI46, not VI65. The ICAO (International Civil Aviation Organization) code is a four-letter alphanumeric code designating each airport around the world. These codes are defined by the International Civil Aviation Organization, and published in ICAO Document 7910: Location Indicators.",
372,124,0,What's the inaccurate option about the airport Stuttgart?,"['Option 1: ICAO Shortcode of the airport is EDDS.', 'Option 2: Latitude of the airport is 48.6899.', 'Option 3: Longitude of the airport is 9.222.', 'Option 4: Country code of the airport is DE.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are accurate about Stuttgart Airport. The ICAO shortcode for Stuttgart Airport is indeed EDDS. The geographical coordinates are approximately 48.6899 latitude and 9.222 longitude. And the country code for Germany, where Stuttgart is located, is DE.",
373,124,1,What is the false option about the airport Stuttgart?,"['Option 1: The abbreviated form (ICAO) for the airport is EDDS.', 'Option 2: The latitude of the airport is 48.6899.', 'Option 3: The longitude of the airport is 9.222.', 'Option 4: The country code of the airport is DE.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are correct. The ICAO code for Stuttgart Airport is indeed EDDS. The geographical coordinates are approximately 48.6899 latitude and 9.222 longitude. And the country code for Germany, where Stuttgart is located, is DE.",
374,124,2,What is the wrong option regarding the airport Stuttgart?,"['Option 1: The ICAO shortcode for the airport is the same with EDDS.', 'Option 2: The airport is located at 48.6899 latitude.', 'Option 3: The airport is located at 9.222 longitude.', 'Option 4: The airport has a country code of DE.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above.  Explanation: All the options provided are correct. The ICAO shortcode for Stuttgart Airport is indeed EDDS. The airport is located at approximately 48.6899 latitude and 9.222 longitude. The country code for Germany, where Stuttgart Airport is located, is DE.",
399,133,0,What's the inaccurate option about the airport London Stansted?,"['Option 1: ICAO Shortcode of the airport is EGSS.', 'Option 2: Latitude of the airport is 51.885.', 'Option 3: Longitude of the airport is 0.235.', 'Option 4: Country code of the airport is CL.']",4,"GB, United Kingdom",4,"Option 4: Country code of the airport is CL. Explanation: The country code for London Stansted Airport is not CL. The airport is located in the United Kingdom, and the country code for the United Kingdom is GB, not CL. CL is the country code for Chile.",True
400,133,1,What is the false option about the airport London Stansted?,"['Option 1: The abbreviated form (ICAO) for the airport is EGSS.', 'Option 2: The latitude of the airport is 51.885.', 'Option 3: The longitude of the airport is 0.235.', 'Option 4: The country code of the airport is CL.']",4,"GB, United Kingdom",4,"Option 4: The country code of the airport is CL. Explanation: The country code for London Stansted Airport cannot be CL because it is located in the United Kingdom, not Chile. The correct country code for the United Kingdom is GB.",True
401,133,2,What is the wrong option regarding the airport London Stansted?,"['Option 1: The ICAO shortcode for the airport is the same with EGSS.', 'Option 2: The airport is located at 51.885 latitude.', 'Option 3: The airport is located at 0.235 longitude.', 'Option 4: The airport has a country code of CL.']",4,"GB, United Kingdom",4,"Option 4: The airport has a country code of CL. Explanation: The country code for London Stansted Airport is not CL. The airport is located in the United Kingdom, and the country code for the United Kingdom is GB, not CL. CL is the country code for Chile.",True
492,164,0,What's the inaccurate option about the airport Dera Ghazi Khan?,"['Option 1: ICAO Shortcode of the airport is 27FA.', 'Option 2: Latitude of the airport is 29.961.', 'Option 3: Longitude of the airport is 70.4859.', 'Option 4: Country code of the airport is PK.']",1,OPDG,1,"Option 1: ICAO Shortcode of the airport is 27FA. Explanation: The ICAO code for Dera Ghazi Khan International Airport is OPDG, not 27FA. ICAO codes are used worldwide to identify airports, and each airport has a unique code. The code 27FA refers to another airport, not Dera Ghazi Khan.",True
493,164,1,What is the false option about the airport Dera Ghazi Khan?,"['Option 1: The abbreviated form (ICAO) for the airport is 27FA.', 'Option 2: The latitude of the airport is 29.961.', 'Option 3: The longitude of the airport is 70.4859.', 'Option 4: The country code of the airport is PK.']",1,OPDG,1,"Option 1: The abbreviated form (ICAO) for the airport is 27FA. Explanation: The ICAO (International Civil Aviation Organization) code for Dera Ghazi Khan International Airport is OPDG, not 27FA. This code is used for international identification of airports.",True
494,164,2,What is the wrong option regarding the airport Dera Ghazi Khan?,"['Option 1: The ICAO shortcode for the airport is the same with 27FA.', 'Option 2: The airport is located at 29.961 latitude.', 'Option 3: The airport is located at 70.4859 longitude.', 'Option 4: The airport has a country code of PK.']",1,OPDG,1,"Option 1: The ICAO shortcode for the airport is the same with 27FA. Explanation: The ICAO code for Dera Ghazi Khan International Airport is OPDG, not 27FA. Therefore, option 1 is incorrect.",True
501,167,0,What's the inaccurate option about the airport Essen Mulheim?,"['Option 1: ICAO Shortcode of the airport is EDLE.', 'Option 2: Latitude of the airport is 51.4023.', 'Option 3: Longitude of the airport is 6.9373.', 'Option 4: Country code of the airport is DE.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are accurate about the Essen Mulheim airport. The ICAO shortcode for the airport is indeed EDLE, the latitude is 51.4023, the longitude is 6.9373, and the country code for Germany, where the airport is located, is DE.",
502,167,1,What is the false option about the airport Essen Mulheim?,"['Option 1: The abbreviated form (ICAO) for the airport is EDLE.', 'Option 2: The latitude of the airport is 51.4023.', 'Option 3: The longitude of the airport is 6.9373.', 'Option 4: The country code of the airport is DE.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are correct. The ICAO code for Essen Mulheim airport is indeed EDLE. The geographical coordinates are also correct with a latitude of 51.4023 and a longitude of 6.9373. The country code DE stands for Germany, which is where the airport is located.",
503,167,2,What is the wrong option regarding the airport Essen Mulheim?,"['Option 1: The ICAO shortcode for the airport is the same with EDLE.', 'Option 2: The airport is located at 51.4023 latitude.', 'Option 3: The airport is located at 6.9373 longitude.', 'Option 4: The airport has a country code of DE.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options are correct. The ICAO shortcode for Essen Mulheim airport is indeed EDLE. The airport is located at 51.4023 latitude and 6.9373 longitude. The country code for Germany, where the airport is located, is DE.",
633,211,0,What's the inaccurate option about the airport Kansas City International?,"['Option 1: ICAO Shortcode of the airport is KMCI.', 'Option 2: Latitude of the airport is 39.2976.', 'Option 3: Longitude of the airport is -94.7139.', 'Option 4: Country code of the airport is US.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are accurate about Kansas City International Airport. The ICAO shortcode for the airport is indeed KMCI. The latitude and longitude coordinates are correct, placing the airport in Kansas City, Missouri, USA. And the country code for the United States is indeed US.",
634,211,1,What is the false option about the airport Kansas City International?,"['Option 1: The abbreviated form (ICAO) for the airport is KMCI.', 'Option 2: The latitude of the airport is 39.2976.', 'Option 3: The longitude of the airport is -94.7139.', 'Option 4: The country code of the airport is US.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are correct. The ICAO code for Kansas City International Airport is indeed KMCI. The geographical coordinates are approximately 39.2976 latitude and -94.7139 longitude. And the country code for the United States, where the airport is located, is US.",
635,211,2,What is the wrong option regarding the airport Kansas City International?,"['Option 1: The ICAO shortcode for the airport is the same with KMCI.', 'Option 2: The airport is located at 39.2976 latitude.', 'Option 3: The airport is located at -94.7139 longitude.', 'Option 4: The airport has a country code of US.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are correct. The ICAO shortcode for Kansas City International Airport is indeed KMCI. The airport is located at 39.2976 latitude and -94.7139 longitude. The country code for the United States, where the airport is located, is US.",
672,224,0,What's the inaccurate option about the airport Aberdeen Regional?,"['Option 1: ICAO Shortcode of the airport is KABR.', 'Option 2: Latitude of the airport is 45.4468.', 'Option 3: Longitude of the airport is -98.4224.', 'Option 4: Country code of the airport is US.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are accurate. The ICAO shortcode for Aberdeen Regional Airport is indeed KABR. The geographical coordinates are also correct with a latitude of 45.4468 and a longitude of -98.4224. The country code for the United States, where the airport is located, is US.",
673,224,1,What is the false option about the airport Aberdeen Regional?,"['Option 1: The abbreviated form (ICAO) for the airport is KABR.', 'Option 2: The latitude of the airport is 45.4468.', 'Option 3: The longitude of the airport is -98.4224.', 'Option 4: The country code of the airport is US.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are correct. The ICAO code for Aberdeen Regional Airport is indeed KABR. The geographical coordinates are also correct with a latitude of 45.4468 and a longitude of -98.4224. The country code for the United States, where the airport is located, is US.",
674,224,2,What is the wrong option regarding the airport Aberdeen Regional?,"['Option 1: The ICAO shortcode for the airport is the same with KABR.', 'Option 2: The airport is located at 45.4468 latitude.', 'Option 3: The airport is located at -98.4224 longitude.', 'Option 4: The airport has a country code of US.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of above Explanation: All the options provided are correct. The ICAO shortcode for Aberdeen Regional Airport is indeed KABR. The airport is located at 45.4468 latitude and -98.4224 longitude. The country code for the United States, where the airport is located, is US.",
777,259,0,What's the inaccurate option about the airport Jacqueline Cochran Regional?,"['Option 1: ICAO Shortcode of the airport is YCGH.', 'Option 2: Latitude of the airport is 33.6267.', 'Option 3: Longitude of the airport is -116.1597.', 'Option 4: Country code of the airport is US.']",1,KTRM,1,"Option 1: ICAO Shortcode of the airport is YCGH. Explanation: The ICAO code for Jacqueline Cochran Regional Airport is actually KTRM, not YCGH. The ICAO code is a four-letter alphanumeric code designating each airport around the world. These codes are defined by the International Civil Aviation Organization, and published in ICAO Document 7910: Location Indicators.",True
